19:40:53:751,1.15,1.14,-10.25,,,,,,,,
19:40:53:753,1.14,1.15,11.88,,,,,,,,
19:40:53:756,1.14,1.14,0,,,,,,,,
19:40:53:759,1.15,1.14,-5.08,,,,,,,,
19:40:53:762,1.12,1.1,-21.79,,,,,,,,
19:40:53:765,1.08,1.06,-23.27,,,,,,,,
19:40:53:768,1.03,1.01,-21.78,,,,,,,,
19:40:53:771,0.98,0.97,-9.51,,,,,,,,
19:40:53:774,0.97,0.96,-10.17,,,,,,,,
19:40:53:777,0.96,0.95,-10.95,,,,,,,,
19:40:53:780,0.95,0.94,-12.28,,,,,,,,
19:40:53:783,0.91,0.9,-10,,,,,,,,
19:40:53:786,0.89,0.89,-4.01,,,,,,,,
19:40:53:788,0.89,0.89,4.05,,,,,,,,
19:40:53:791,0.91,0.92,14.72,,,,,,,,
19:40:53:794,0.93,0.93,-3.62,,,,,,,,
19:40:53:797,0.92,0.9,-14.57,,,,,,,,
19:40:53:800,0.89,0.87,-17.9,,,,,,,,
19:40:53:803,0.86,0.86,0.71,,,,,,,,
19:40:53:806,0.86,0.85,-9.13,,,,,,,,
19:40:53:808,0.85,0.85,-4.87,,,,,,,,
19:40:53:811,0.85,0.84,-2.74,,,,,,,,
19:40:53:814,0.83,0.83,-3.89,,,,,,,,
19:40:53:817,0.82,0.81,-3.69,,,,,,,,
19:40:53:820,0.8,0.79,-9.78,,,,,,,,
19:40:53:823,0.78,0.77,-4.24,,,,,,,,
19:40:53:826,0.77,0.77,-2.58,,,,,,,,
19:40:53:828,0.77,0.78,5.24,,,,,,,,
19:40:53:831,0.77,0.76,-5.07,,,,,,,,
19:40:53:834,0.75,0.75,-3.37,,,,,,,,
19:40:53:837,0.74,0.74,-1.37,,,,,,,,
19:40:53:840,0.73,0.73,-3.1,,,,,,,,
19:40:53:843,0.72,0.71,-7.19,,,,,,,,
19:40:53:846,0.71,0.7,-4.78,,,,,,,,
19:40:53:848,0.69,0.68,-3.67,,,,,,,,
19:40:53:851,0.68,0.67,-7.92,,,,,,,,
19:40:53:854,0.64,0.63,-8.38,,,,,,,,
19:40:53:857,0.62,0.61,-2.89,,,,,,,,
19:40:53:860,0.61,0.59,-10.3,,,,,,,,
19:40:53:863,0.56,0.55,-5.69,,,,,,,,
19:40:53:866,0.54,0.51,-11.79,,,,,,,,
19:40:53:869,0.48,0.46,-12.77,,,,,,,,
19:40:53:872,0.41,0.38,-13.52,,,,,,,,
