time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.007146,0.0048,-0.0220,0.0333,0.040
0.008473,0.0048,-0.0220,0.0333,0.040
0.009335,0.0048,-0.0220,0.0333,0.040
0.010146,-0.0091,-0.0356,0.0335,0.050
0.010643,-0.0091,-0.0356,0.0335,0.050
0.016161,-0.0091,-0.0356,0.0335,0.050
0.029032,-0.0091,-0.0356,0.0335,0.050
0.029456,-0.0094,-0.0084,0.0063,0.014
0.030077,-0.0094,-0.0084,0.0063,0.014
0.038776,-0.0094,-0.0084,0.0063,0.014
0.040659,-0.0094,-0.0084,0.0063,0.014
0.045164,-0.0096,0.0052,0.0334,0.035
0.055522,-0.0096,0.0052,0.0334,0.035
0.056096,-0.0096,0.0052,0.0334,0.035
0.059887,-0.0096,0.0052,0.0334,0.035
0.064251,-0.0098,-0.0083,0.0059,0.014
0.075491,-0.0098,-0.0083,0.0059,0.014
0.075930,-0.0098,-0.0083,0.0059,0.014
0.079802,-0.0098,-0.0083,0.0059,0.014
0.085547,-0.0099,0.0055,0.0190,0.022
0.089873,-0.0099,0.0055,0.0190,0.022
0.094484,-0.0099,0.0055,0.0190,0.022
0.102961,-0.0099,0.0055,0.0190,0.022
0.104512,0.0036,-0.0079,-0.0089,0.012
0.109277,0.0036,-0.0079,-0.0089,0.012
0.114223,0.0036,-0.0079,-0.0089,0.012
0.120503,0.0036,-0.0079,-0.0089,0.012
0.124545,0.0035,-0.0077,0.0174,0.019
0.129117,0.0035,-0.0077,0.0174,0.019
0.145732,0.0035,-0.0077,0.0174,0.019
0.146393,0.0035,-0.0077,0.0174,0.019
0.146648,0.0034,-0.0075,-0.0104,0.013
0.153528,0.0034,-0.0075,-0.0104,0.013
0.154651,0.0034,-0.0075,-0.0104,0.013
0.158970,0.0034,-0.0075,-0.0104,0.013
0.164206,0.0034,-0.0075,-0.0104,0.013
0.175326,0.0169,-0.0074,-0.0245,0.031
0.176422,0.0169,-0.0074,-0.0245,0.031
0.178499,0.0169,-0.0074,-0.0245,0.031
0.198996,0.0169,-0.0074,-0.0245,0.031
0.199646,0.0169,0.0064,0.0022,0.018
0.199854,0.0169,0.0064,0.0022,0.018
0.200012,0.0169,0.0064,0.0022,0.018
0.207487,0.0169,0.0064,0.0022,0.018
0.208802,0.0032,-0.0207,0.0153,0.026
0.212836,0.0032,-0.0207,0.0153,0.026
0.220806,0.0032,-0.0207,0.0153,0.026
0.222928,0.0032,-0.0207,0.0153,0.026
0.228022,-0.0104,0.0067,0.0011,0.012
0.236540,-0.0104,0.0067,0.0011,0.012
0.237710,-0.0104,0.0067,0.0011,0.012
0.242537,-0.0104,0.0067,0.0011,0.012
0.247499,-0.0240,-0.0068,-0.0402,0.047
0.252622,-0.0240,-0.0068,-0.0402,0.047
0.257357,-0.0240,-0.0068,-0.0402,0.047
0.262694,-0.0240,-0.0068,-0.0402,0.047
0.276938,-0.0103,0.0206,-0.0269,0.035
0.278351,-0.0103,0.0206,-0.0269,0.035
0.279117,-0.0103,0.0206,-0.0269,0.035
0.292594,-0.0103,0.0206,-0.0269,0.035
0.293030,-0.0238,0.0206,-0.0134,0.034
0.293376,-0.0238,0.0206,-0.0134,0.034
0.296732,-0.0238,0.0206,-0.0134,0.034
0.301919,-0.0238,0.0206,-0.0134,0.034
0.308809,-0.0236,-0.0339,0.0275,0.050
0.311597,-0.0236,-0.0339,0.0275,0.050
0.320593,-0.0236,-0.0339,0.0275,0.050
0.321518,-0.0236,-0.0339,0.0275,0.050
0.326370,0.0039,-0.0067,-0.0132,0.015
0.331466,0.0039,-0.0067,-0.0132,0.015
0.336513,0.0039,-0.0067,-0.0132,0.015
0.341190,0.0039,-0.0067,-0.0132,0.015
0.346055,-0.0095,-0.0340,-0.0128,0.038
0.351921,-0.0095,-0.0340,-0.0128,0.038
0.356270,-0.0095,-0.0340,-0.0128,0.038
0.361035,-0.0095,-0.0340,-0.0128,0.038
0.374442,-0.0092,-0.0205,0.0148,0.027
0.375386,-0.0092,-0.0205,0.0148,0.027
0.375934,-0.0092,-0.0205,0.0148,0.027
0.381070,-0.0092,-0.0205,0.0148,0.027
0.391117,0.0319,0.0066,0.0015,0.033
0.391783,0.0319,0.0066,0.0015,0.033
0.396101,0.0319,0.0066,0.0015,0.033
0.401318,0.0319,0.0066,0.0015,0.033
0.405638,0.0185,-0.0071,0.0017,0.020
0.410631,0.0185,-0.0071,0.0017,0.020
0.420083,0.0185,-0.0071,0.0017,0.020
0.420941,0.0185,-0.0071,0.0017,0.020
0.425202,-0.0087,0.0065,0.0154,0.019
0.430233,-0.0087,0.0065,0.0154,0.019
0.435130,-0.0087,0.0065,0.0154,0.019
0.440074,-0.0087,0.0065,0.0154,0.019
0.445188,-0.0085,-0.0207,0.0154,0.027
0.452687,-0.0085,-0.0207,0.0154,0.027
0.454864,-0.0085,-0.0207,0.0154,0.027
0.459786,-0.0085,-0.0207,0.0154,0.027
0.464487,-0.0082,-0.0208,-0.0117,0.025
0.474820,-0.0082,-0.0208,-0.0117,0.025
0.475763,-0.0082,-0.0208,-0.0117,0.025
0.480085,-0.0082,-0.0208,-0.0117,0.025
0.493715,-0.0079,-0.0208,0.0020,0.022
0.494267,-0.0079,-0.0208,0.0020,0.022
0.494473,-0.0079,-0.0208,0.0020,0.022
0.501971,-0.0079,-0.0208,0.0020,0.022
0.504534,0.0060,0.0065,0.0018,0.009
0.509228,0.0060,0.0065,0.0018,0.009
0.514145,0.0060,0.0065,0.0018,0.009
0.519479,0.0060,0.0065,0.0018,0.009
0.524084,-0.0074,-0.0070,0.0014,0.010
0.529290,-0.0074,-0.0070,0.0014,0.010
0.535133,-0.0074,-0.0070,0.0014,0.010
0.539002,-0.0074,-0.0070,0.0014,0.010
0.544313,-0.0072,0.0067,-0.0126,0.016
0.553684,-0.0072,0.0067,-0.0126,0.016
0.554569,-0.0072,0.0067,-0.0126,0.016
0.558337,-0.0072,0.0067,-0.0126,0.016
0.563471,-0.0072,0.0067,-0.0126,0.016
0.575275,-0.0071,-0.0069,-0.0128,0.016
0.576139,-0.0071,-0.0069,-0.0128,0.016
0.578291,-0.0071,-0.0069,-0.0128,0.016
0.593546,-0.0071,-0.0069,-0.0128,0.016
0.594141,-0.0069,-0.0068,-0.0267,0.028
0.594410,-0.0069,-0.0068,-0.0267,0.028
0.601311,-0.0069,-0.0068,-0.0267,0.028
0.602907,-0.0069,-0.0068,-0.0267,0.028
0.607895,0.0203,-0.0068,0.0140,0.026
0.612900,0.0203,-0.0068,0.0140,0.026
0.618256,0.0203,-0.0068,0.0140,0.026
0.622774,0.0203,-0.0068,0.0140,0.026
0.627642,0.0067,0.0069,0.0003,0.010
0.635267,0.0067,0.0069,0.0003,0.010
0.637410,0.0067,0.0069,0.0003,0.010
0.642361,0.0067,0.0069,0.0003,0.010
0.652319,-0.0068,0.0069,-0.0271,0.029
0.653196,-0.0068,0.0069,-0.0271,0.029
0.657246,-0.0068,0.0069,-0.0271,0.029
0.662261,-0.0068,0.0069,-0.0271,0.029
0.673023,-0.0067,0.0205,-0.0134,0.025
0.673931,-0.0067,0.0205,-0.0134,0.025
0.676993,-0.0067,0.0205,-0.0134,0.025
0.690821,-0.0067,0.0205,-0.0134,0.025
0.691431,-0.0066,0.0068,-0.0130,0.016
0.691700,-0.0066,0.0068,-0.0130,0.016
0.701221,-0.0066,0.0068,-0.0130,0.016
0.702226,-0.0066,0.0068,-0.0130,0.016
0.706845,-0.0065,0.0203,0.0146,0.026
0.711968,-0.0065,0.0203,0.0146,0.026
0.718187,-0.0065,0.0203,0.0146,0.026
0.721393,-0.0065,0.0203,0.0146,0.026
0.726221,-0.0065,-0.0069,-0.0126,0.016
0.734535,-0.0065,-0.0069,-0.0126,0.016
0.736198,-0.0065,-0.0069,-0.0126,0.016
0.741214,-0.0065,-0.0069,-0.0126,0.016
0.746452,-0.0199,0.0065,0.0016,0.021
0.752647,-0.0199,0.0065,0.0016,0.021
0.756257,-0.0199,0.0065,0.0016,0.021
0.761260,-0.0199,0.0065,0.0016,0.021
0.773917,0.0075,-0.0073,-0.0249,0.027
0.774707,0.0075,-0.0073,-0.0249,0.027
0.775730,0.0075,-0.0073,-0.0249,0.027
0.790040,0.0075,-0.0073,-0.0249,0.027
0.790548,-0.0059,-0.0075,0.0030,0.010
0.790877,-0.0059,-0.0075,0.0030,0.010
0.795956,-0.0059,-0.0075,0.0030,0.010
0.800528,-0.0059,-0.0075,0.0030,0.010
0.805817,0.0078,-0.0077,-0.0100,0.015
0.810429,0.0078,-0.0077,-0.0100,0.015
0.820075,0.0078,-0.0077,-0.0100,0.015
0.821053,0.0078,-0.0077,-0.0100,0.015
0.825023,0.0080,0.0058,0.0041,0.011
0.833987,0.0080,0.0058,0.0041,0.011
0.834940,0.0080,0.0058,0.0041,0.011
0.839986,0.0080,0.0058,0.0041,0.011
0.844355,0.0081,-0.0080,-0.0091,0.015
0.850219,0.0081,-0.0080,-0.0091,0.015
0.861785,0.0081,-0.0080,-0.0091,0.015
0.862444,0.0081,-0.0080,-0.0091,0.015
0.873343,0.0082,-0.0081,-0.0222,0.025
0.874199,0.0082,-0.0081,-0.0222,0.025
0.874765,0.0082,-0.0081,-0.0222,0.025
0.879667,0.0082,-0.0081,-0.0222,0.025
0.893423,-0.0053,0.0326,0.0327,0.046
0.894182,-0.0053,0.0326,0.0327,0.046
0.894407,-0.0053,0.0326,0.0327,0.046
0.901202,-0.0053,0.0326,0.0327,0.046
0.904970,0.0084,0.0053,0.0058,0.011
0.909118,0.0084,0.0053,0.0058,0.011
0.918833,0.0084,0.0053,0.0058,0.011
0.919497,0.0084,0.0053,0.0058,0.011
0.924263,-0.0052,-0.0084,0.0060,0.012
0.928832,-0.0052,-0.0084,0.0060,0.012
0.934740,-0.0052,-0.0084,0.0060,0.012
0.938668,-0.0052,-0.0084,0.0060,0.012
0.943918,-0.0052,-0.0084,0.0060,0.012
0.950708,-0.0052,-0.0085,-0.0074,0.012
0.953338,-0.0052,-0.0085,-0.0074,0.012
0.958348,-0.0052,-0.0085,-0.0074,0.012
0.972859,-0.0052,-0.0085,-0.0074,0.012
0.973750,0.0085,-0.0085,0.0336,0.036
0.974363,0.0085,-0.0085,0.0336,0.036
0.978212,0.0085,-0.0085,0.0336,0.036
0.988802,0.0085,-0.0085,0.0336,0.036
0.989678,0.0084,0.0051,-0.0073,0.012
0.993468,0.0084,0.0051,-0.0073,0.012
0.999504,0.0084,0.0051,-0.0073,0.012
1.002807,0.0084,0.0051,-0.0073,0.012
1.007606,-0.0052,0.0051,0.0336,0.034
1.017384,-0.0052,0.0051,0.0336,0.034
1.017889,-0.0052,0.0051,0.0336,0.034
1.022670,-0.0052,0.0051,0.0336,0.034
1.028098,-0.0054,0.0052,-0.0212,0.023
1.033942,-0.0054,0.0052,-0.0212,0.023
1.037482,-0.0054,0.0052,-0.0212,0.023
1.042360,-0.0054,0.0052,-0.0212,0.023
1.050476,0.0216,-0.0083,0.0057,0.024
1.052102,0.0216,-0.0083,0.0057,0.024
1.057534,0.0216,-0.0083,0.0057,0.024
1.062580,0.0216,-0.0083,0.0057,0.024
1.070972,0.0077,0.0190,-0.0219,0.030
1.072040,0.0077,0.0190,-0.0219,0.030
1.076907,0.0077,0.0190,-0.0219,0.030
1.089170,0.0077,0.0190,-0.0219,0.030
1.089627,-0.0061,-0.0353,0.0594,0.069
1.091437,-0.0061,-0.0353,0.0594,0.069
1.098919,-0.0061,-0.0353,0.0594,0.069
1.101701,-0.0061,-0.0353,0.0594,0.069
1.106461,-0.0063,0.1960,-0.5392,0.574
1.111424,-0.0063,0.1960,-0.5392,0.574
1.116447,-0.0063,0.1960,-0.5392,0.574
1.121312,-0.0063,0.1960,-0.5392,0.574
1.126215,0.0208,-0.0358,0.0337,0.053
1.132248,0.0208,-0.0358,0.0337,0.053
1.136079,0.0208,-0.0358,0.0337,0.053
1.141126,0.0208,-0.0358,0.0337,0.053
1.150236,-0.0066,-0.2674,0.6606,0.713
1.151567,-0.0066,-0.2674,0.6606,0.713
1.156081,-0.0066,-0.2674,0.6606,0.713
1.160887,-0.0066,-0.2674,0.6606,0.713
1.172310,-0.0747,-0.2126,0.9320,0.959
1.173159,-0.0747,-0.2126,0.9320,0.959
1.175849,-0.0747,-0.2126,0.9320,0.959
1.187887,-0.0747,-0.2126,0.9320,0.959
1.188438,0.0750,-0.2800,0.1666,0.334
1.190551,0.0750,-0.2800,0.1666,0.334
1.198943,0.0750,-0.2800,0.1666,0.334
1.200394,0.0750,-0.2800,0.1666,0.334
1.205417,-0.1020,-0.1290,0.0128,0.165
1.210353,-0.1020,-0.1290,0.0128,0.165
1.216659,-0.1020,-0.1290,0.0128,0.165
1.220308,-0.1020,-0.1290,0.0128,0.165
1.225294,-0.1020,-0.1952,0.1154,0.249
1.233271,-0.1020,-0.1952,0.1154,0.249
1.235014,-0.1020,-0.1952,0.1154,0.249
1.239849,-0.1020,-0.1952,0.1154,0.249
1.244801,-0.0747,-0.0568,0.0532,0.108
1.250453,-0.0747,-0.0568,0.0532,0.108
1.254590,-0.0747,-0.0568,0.0532,0.108
1.259646,-0.0747,-0.0568,0.0532,0.108
1.273128,0.0344,0.0411,-0.0646,0.084
1.273954,0.0344,0.0411,-0.0646,0.084
1.274535,0.0344,0.0411,-0.0646,0.084
1.288901,0.0344,0.0411,-0.0646,0.084
1.289506,0.0347,0.0574,-0.0332,0.075
1.289824,0.0347,0.0574,-0.0332,0.075
1.294241,0.0347,0.0574,-0.0332,0.075
1.300389,0.0347,0.0574,-0.0332,0.075
1.304407,-0.0056,0.0190,-0.1102,0.112
1.309111,-0.0056,0.0190,-0.1102,0.112
1.318719,-0.0056,0.0190,-0.1102,0.112
1.319354,-0.0056,0.0190,-0.1102,0.112
1.323663,-0.0321,0.0756,-0.2809,0.293
1.332294,-0.0321,0.0756,-0.2809,0.293
1.333519,-0.0321,0.0756,-0.2809,0.293
1.338455,-0.0321,0.0756,-0.2809,0.293
1.343472,-0.0321,0.0756,-0.2809,0.293
1.348887,0.0233,0.0232,-0.1115,0.116
1.353342,0.0233,0.0232,-0.1115,0.116
1.358181,0.0233,0.0232,-0.1115,0.116
1.372251,0.0233,0.0232,-0.1115,0.116
1.373146,-0.0029,-0.0700,-0.0102,0.071
1.373770,-0.0029,-0.0700,-0.0102,0.071
1.378099,-0.0029,-0.0700,-0.0102,0.071
1.391589,-0.0029,-0.0700,-0.0102,0.071
1.392167,-0.0018,0.0134,-0.0979,0.099
1.392700,-0.0018,0.0134,-0.0979,0.099
1.398927,-0.0018,0.0134,-0.0979,0.099
1.403411,-0.0018,0.0134,-0.0979,0.099
1.408111,-0.0144,0.0284,-0.1028,0.108
1.415041,-0.0144,0.0284,-0.1028,0.108
1.417665,-0.0144,0.0284,-0.1028,0.108
1.422566,-0.0144,0.0284,-0.1028,0.108
1.427576,0.0275,0.1108,-0.2280,0.255
1.434101,0.0275,0.1108,-0.2280,0.255
1.437280,0.0275,0.1108,-0.2280,0.255
1.442206,0.0275,0.1108,-0.2280,0.255
1.448843,0.0147,0.0016,-0.1453,0.146
1.452166,0.0147,0.0016,-0.1453,0.146
1.457404,0.0147,0.0016,-0.1453,0.146
