20:04:47:467,0,15827400,0.02,0.05,1.13,,,,,,,,,,,
20:04:47:469,10,15891409,0.09,0.12,3.59,,,,,,,,,,,
20:04:47:472,20,15912512,0.15,0.17,3.42,,,,,,,,,,,
20:04:47:474,30,15926503,0.2,0.23,6.65,,,,,,,,,,,
20:04:47:476,40,15937459,0.24,0.26,6.54,,,,,,,,,,,
20:04:47:479,50,15946737,0.27,0.29,4.94,,,,,,,,,,,
20:04:47:481,60,15954999,0.31,0.31,2,,,,,,,,,,,
20:04:47:484,70,15962492,0.33,0.34,3.45,,,,,,,,,,,
20:04:47:486,80,15969436,0.35,0.36,3.11,,,,,,,,,,,
20:04:47:489,90,15975965,0.37,0.38,2.74,,,,,,,,,,,
20:04:47:491,100,15982192,0.39,0.37,-8.29,,,,,20:04:47:909,Pulso,Inicial:,20,Pulso,Propulsiva:,1684
20:04:47:494,110,15988338,0.41,0.42,2.81,,,,,20:04:47:910,,,,,,
20:04:47:496,120,15993964,0.43,0.44,3.14,,,,,20:04:47:911,Recorrido:,39.83,,,,
20:04:47:499,130,15999359,0.45,0.46,5.64,,,,,20:04:47:913,Velocidad,Media:,0.68,,,
20:04:47:501,140,16004553,0.47,0.47,0,,,,,20:04:47:916,Velocidad,Propulsiva:,0.71,,,
20:04:47:504,150,16009558,0.47,0.48,3.81,,,,,20:04:47:918,Velocidad,Máxima:,1.29,,,
20:04:47:506,160,16014455,0.5,0.51,4.14,,,,,,,,,,,
20:04:47:509,170,16019124,0.51,0.51,0.91,,,,,,,,,,,
20:04:47:511,180,16023710,0.53,0.53,1.81,,,,,,,,,,,
20:04:47:514,190,16028161,0.53,0.54,0.7,,,,,,,,,,,
20:04:47:516,200,16032561,0.54,0.54,-0.36,,,,,,,,,,,
20:04:47:519,210,16036895,0.55,0.56,5.31,,,,,,,,,,,
20:04:47:525,220,16041095,0.56,0.58,6.95,,,,,,,,,,,
20:04:47:525,230,16045204,0.58,0.59,5.62,,,,,,,,,,,
20:04:47:527,240,16049213,0.6,0.61,5.03,,,,,,,,,,,
20:04:47:529,250,16053083,0.62,0.62,4.34,,,,,,,,,,,
20:04:47:532,260,16056858,0.63,0.64,4.68,,,,,,,,,,,
20:04:47:534,270,16060535,0.65,0.66,6.13,,,,,,,,,,,
20:04:47:537,280,16064104,0.67,0.67,1.01,,,,,,,,,,,
20:04:47:539,290,16067618,0.68,0.69,6.99,,,,,,,,,,,
20:04:47:542,300,16071021,0.71,0.72,7.44,,,,,,,,,,,
20:04:47:544,310,16074308,0.73,0.74,3.57,,,,,,,,,,,
20:04:47:547,320,16077504,0.75,0.76,7.16,,,,,,,,,,,
20:04:47:549,330,16080625,0.77,0.78,5.82,,,,,,,,,,,
20:04:47:552,340,16083646,0.79,0.8,8.66,,,,,,,,,,,
20:04:47:554,350,16086578,0.81,0.82,8.08,,,,,,,,,,,
20:04:47:557,360,16089437,0.84,0.84,5.37,,,,,,,,,,,
20:04:47:559,370,16092226,0.86,0.86,7.22,,,,,,,,,,,
20:04:47:562,380,16094948,0.89,0.9,14.62,,,,,,,,,,,
20:04:47:564,390,16097565,0.92,0.92,6.15,,,,,,,,,,,
20:04:47:567,400,16100119,0.94,0.94,4.67,,,,,,,,,,,
20:04:47:569,410,16102612,0.95,0.96,3.97,,,,,,,,,,,
20:04:47:572,420,16105070,0.97,0.97,2.02,,,,,,,,,,,
20:04:47:574,430,16107501,0.98,0.98,5.33,,,,,,,,,,,
20:04:47:577,440,16109896,0.99,0.99,-3.26,,,,,,,,,,,
20:04:47:580,450,16112277,0.98,0.97,-3.17,,,,,,,,,,,
20:04:47:582,460,16114690,0.96,0.95,-9.86,,,,,,,,,,,
20:04:47:585,470,16117154,0.96,0.97,12.17,,,,,,,,,,,
20:04:47:590,480,16119589,0.98,0.99,10.9,,,,,,,,,,,
20:04:47:591,490,16121970,0.99,0.99,-3.31,,,,,,,,,,,
20:04:47:593,500,16124348,0.98,0.98,-2.11,,,,,,,,,,,
20:04:47:595,510,16126750,0.98,0.99,9.7,,,,,,,,,,,
20:04:47:598,520,16129131,0.99,1,10.15,,,,,,,,,,,
20:04:47:600,530,16131480,1,1,-2.28,,,,,,,,,,,
20:04:47:603,540,16133825,0.99,0.99,-2.19,,,,,,,,,,,
20:04:47:606,550,16136204,0.98,0.97,-8.49,,,,,,,,,,,
20:04:47:608,560,16138611,0.97,0.96,-10.04,,,,,,,,,,,
20:04:47:611,570,16141064,0.95,0.94,-3.82,,,,,,,,,,,
20:04:47:614,580,16143549,0.94,0.94,-0.95,,,,,,,,,,,
20:04:47:616,590,16146044,0.94,0.94,-3.73,,,,,,,,,,,
20:04:47:619,600,16148551,0.94,0.93,-1.85,,,,,,,,,,,
20:04:47:621,610,16151063,0.94,0.92,-18.14,,,,,,,,,,,
20:04:47:624,620,16153610,0.89,0.88,-13.25,,,,,,,,,,,
20:04:47:627,630,16156274,0.87,0.87,-0.75,,,,,,,,,,,
20:04:47:629,640,16158969,0.87,0.87,-0.75,,,,,,,,,,,
20:04:47:632,650,16161668,0.86,0.86,-1.45,,,,,,,,,,,
20:04:47:635,660,16164398,0.85,0.85,-2.79,,,,,,,,,,,
20:04:47:637,670,16167160,0.84,0.84,-7.4,,,,,,,,,,,
20:04:47:640,680,16169958,0.84,0.84,-1.35,,,,,,,,,,,
20:04:47:642,690,16172747,0.84,0.84,-0.66,,,,,,,,,,,
20:04:47:645,700,16175549,0.84,0.85,4.08,,,,,,,,,,,
20:04:47:648,710,16178337,0.84,0.83,-5.23,,,,,,,,,,,
20:04:47:650,720,16181154,0.84,0.83,-1.32,,,,,,,,,,,
20:04:47:653,730,16183968,0.83,0.85,9.39,,,,,,,,,,,
20:04:47:655,740,16186761,0.86,0.86,2.87,,,,,,,,,,,
20:04:47:658,750,16189496,0.87,0.86,-3.67,,,,,,,,,,,
20:04:47:660,760,16192206,0.87,0.87,0,,,,,,,,,,,
20:04:47:663,770,16194920,0.86,0.87,5.17,,,,,,,,,,,
20:04:47:665,780,16197626,0.87,0.87,3.75,,,,,,,,,,,
20:04:47:668,790,16200319,0.88,0.88,-1.53,,,,,,,,,,,
20:04:47:670,800,16203000,0.88,0.88,1.52,,,,,,,,,,,
20:04:47:673,810,16205680,0.88,0.89,7.1,,,,,,,,,,,
20:04:47:675,820,16208322,0.9,0.91,4.22,,,,,,,,,,,
20:04:47:678,830,16210910,0.92,0.93,13.35,,,,,,,,,,,
20:04:47:681,840,16213451,0.93,0.93,5.5,,,,,,,,,,,
20:04:47:683,850,16215973,0.94,0.94,3.74,,,,,,,,,,,
20:04:47:686,860,16218471,0.95,0.96,12.92,,,,,,,,,,,
20:04:47:688,870,16220917,0.98,0.99,12.91,,,,,,,,,,,
20:04:47:691,880,16223302,1,1,4.55,,,,,,,,,,,
20:04:47:693,890,16225645,1.01,1.01,4.67,,,,,,,,,,,
20:04:47:696,900,16227965,1.02,1.03,9.71,,,,,,,,,,,
20:04:47:698,910,16230255,1.04,1.05,10.45,,,,,,,,,,,
20:04:47:701,920,16232490,1.08,1.08,8.51,,,,,,,,,,,
20:04:47:703,930,16234669,1.11,1.11,4.59,,,,,,,,,,,
20:04:47:706,940,16236789,1.12,1.12,1.59,,,,,,,,,,,
20:04:47:708,950,16238886,1.13,1.14,4.95,,,,,,,,,,,
20:04:47:711,960,16240958,1.16,1.17,8.89,,,,,,,,,,,
20:04:47:714,970,16242971,1.19,1.2,13.41,,,,,,,,,,,
20:04:47:716,980,16244936,1.23,1.25,25.94,,,,,,,,,,,
20:04:47:719,990,16246833,1.28,1.27,-14.01,,,,,,,,,,,
20:04:47:722,1000,16248677,1.29,1.29,12.15,,,,,,,,,,,
20:04:47:724,1010,16250496,1.31,1.31,5.06,,,,,,,,,,,
20:04:47:727,1020,16252295,1.31,1.31,7.67,,,,,,,,,,,
20:04:47:730,1030,16254086,1.32,1.32,-2.6,,,,,,,,,,,
20:04:47:732,1040,16255861,1.34,1.35,13.86,,,,,,,,,,,
20:04:47:735,1050,16257600,1.36,1.38,29.46,,,,,,,,,,,
20:04:47:737,1060,16259305,1.4,1.4,3.08,,,,,,,,,,,
20:04:47:740,1070,16260986,1.41,1.4,-12.43,,,,,,,,,,,
20:04:47:743,1080,16262667,1.38,1.36,-29.16,,,,,,,,,,,
20:04:47:746,1090,16264383,1.35,1.34,-19.24,,,,,,,,,,,
20:04:47:749,1100,16266139,1.32,1.31,-5.14,,,,,,,,,,,
20:04:47:751,1110,16267927,1.31,1.31,7.59,,,,,,,,,,,
20:04:47:754,1120,16269720,1.33,1.33,2.64,,,,,,,,,,,
20:04:47:756,1130,16271491,1.33,1.34,10.88,,,,,,,,,,,
20:04:47:759,1140,16273246,1.34,1.34,-5.46,,,,,,,,,,,
20:04:47:762,1150,16274998,1.32,1.32,-2.63,,,,,,,,,,,
20:04:47:765,1160,16276778,1.3,1.28,-31.54,,,,,,,,,,,
20:04:47:767,1170,16278609,1.26,1.24,-24.48,,,,,,,,,,,
20:04:47:770,1180,16280490,1.23,1.23,-4.18,,,,,,,,,,,
20:04:47:773,1190,16282406,1.21,1.21,0,,,,,,,,,,,
20:04:47:775,1200,16284342,1.21,1.2,-13.85,,,,,,,,,,,
20:04:47:778,1210,16286299,1.18,1.17,-16.48,,,,,,,,,,,
20:04:47:781,1220,16288304,1.16,1.14,-15.57,,,,,,,,,,,
20:04:47:784,1230,16290352,1.13,1.12,-14.5,,,,,,,,,,,
20:04:47:786,1240,16292450,1.1,1.1,-1.5,,,,,,,,,,,
20:04:47:789,1250,16294587,1.08,1.08,-7.15,,,,,,,,,,,
20:04:47:792,1260,16296767,1.06,1.06,-1.35,,,,,,,,,,,
20:04:47:795,1270,16298985,1.05,1.04,-11.63,,,,,,,,,,,
20:04:47:797,1280,16301239,1.03,1.03,-9.89,,,,,,,,,,,
20:04:47:800,1290,16303523,1.01,1.01,-1.17,,,,,,,,,,,
20:04:47:803,1300,16305848,1.02,1.01,-4.7,,,,,,,,,,,
20:04:47:805,1310,16308169,1.01,1,-5.71,,,,,,,,,,,
20:04:47:808,1320,16310514,1,1,2.24,,,,,,,,,,,
20:04:47:811,1330,16312874,0.99,0.99,1.11,,,,,,,,,,,
20:04:47:813,1340,16315241,0.99,0.99,-1.1,,,,,,,,,,,
20:04:47:816,1350,16317612,0.99,0.99,-2.19,,,,,,,,,,,
20:04:47:819,1360,16319989,0.98,0.98,-1.07,,,,,,,,,,,
20:04:47:822,1370,16322387,0.98,0.97,-1.04,,,,,,,,,,,
20:04:47:824,1380,16324800,0.96,0.96,-2,,,,,,,,,,,
20:04:47:827,1390,16327246,0.95,0.95,-7.76,,,,,,,,,,,
20:04:47:829,1400,16329727,0.93,0.92,-16.13,,,,,,,,,,,
20:04:47:832,1410,16332275,0.9,0.9,-7.4,,,,,,,,,,,
20:04:47:835,1420,16334895,0.89,0.9,11.29,,,,,,,,,,,
20:04:47:838,1430,16337515,0.93,0.95,16.82,,,,,,,,,,,
20:04:47:840,1440,16340009,0.97,0.98,6.34,,,,,,,,,,,
