19:59:25:079,0,18099400,0.01,0.02,0.21,,,,,,,,,,,
19:59:25:082,10,18256554,0.08,0.11,3.58,,,,,,,,,,,
19:59:25:084,20,18279841,0.16,0.19,6.32,,,,,,,,,,,
19:59:25:086,30,18292944,0.23,0.25,4.95,,,,,,,,,,,
19:59:25:089,40,18302458,0.29,0.31,6.84,,,,,,,,,,,
19:59:25:091,50,18310255,0.32,0.34,5.04,,,,,,,,,,,
19:59:25:094,60,18317265,0.36,0.38,5.23,,,,,,,,,,,
19:59:25:096,70,18323586,0.38,0.4,6.2,,,,,,,,,,,
19:59:25:099,80,18329584,0.42,0.42,4.09,,,,,,,,,,,
19:59:25:101,90,18335156,0.43,0.45,7.01,,,,,,,,,,,
19:59:25:104,100,18340440,0.47,0.47,1.5,,,,,,,,,,,
19:59:25:106,110,18345464,0.48,0.49,7.47,,,,,,,,,,,
19:59:25:109,120,18350289,0.5,0.51,4.39,,,,,,,,,,,
19:59:25:111,130,18354921,0.51,0.52,2.17,,,,,,,,,,,
19:59:25:114,140,18359511,0.54,0.54,1.97,,,,,,,,,,,
19:59:25:116,150,18363854,0.54,0.56,7.23,,,,,,,,,,,
19:59:25:119,160,18368102,0.57,0.58,4.32,,,,,,,,,,,
19:59:25:121,170,18372155,0.6,0.61,6.8,,,,,,,,,,,
19:59:25:124,180,18376017,0.62,0.62,2.41,,,,,,,,,,,
19:59:25:126,190,18379819,0.62,0.63,4.47,,,,,,,,,,,
19:59:25:129,200,18383556,0.65,0.66,9.82,,,,,,,,,,,
19:59:25:131,210,18387128,0.68,0.68,4.25,,,,,,,,,,,
19:59:25:134,220,18390590,0.68,0.68,1.07,,,,,,,,,,,
19:59:25:136,230,18394035,0.68,0.69,1.83,,,,,,,,,,,
19:59:25:139,240,18397454,0.7,0.71,8,,,,,,,,,,,
19:59:25:141,250,18400770,0.72,0.72,3.39,,,,,,,,,,,
19:59:25:144,260,18404024,0.73,0.74,1.8,,,,,,,,,,,
19:59:25:146,270,18407206,0.76,0.76,5.44,,,,,,,,,,,
19:59:25:149,280,18410293,0.77,0.78,6.37,,,,,,,,,,,
19:59:25:151,290,18413314,0.79,0.8,9.65,,,,,,,,,,,
19:59:25:154,300,18416263,0.82,0.82,6.21,,,,,,,,,,,
19:59:25:156,310,18419126,0.83,0.84,5.32,,,,,,,,,,,
19:59:25:159,320,18421930,0.85,0.85,2.8,,,,,,,,,,,
19:59:25:161,330,18424677,0.87,0.88,7.64,,,,,,,,,,,
19:59:25:164,340,18427360,0.88,0.92,44.02,,,,,,,,,,,
19:59:25:167,350,18429962,0.91,0.96,47.01,,,,,,,,,,,
19:59:25:169,360,18432494,0.97,0.95,-14.98,,,,,,,,,,,
19:59:25:172,370,18434913,1,1,-3.4,,,,,,,,,,,
