20:00:53:992,0,27744967,0.03,0.04,0.15,,,,,,,,,,
20:00:53:994,10,27818785,0.01,0.04,0.77,,,,,,,,,,
20:00:53:997,20,27974023,0.08,0.1,2.46,,,,,,,,,,
20:00:53:999,30,27999831,0.13,0.15,3.57,,,,,,,,,,
20:00:54:001,40,28015888,0.19,0.2,2.99,,,,,,,,,,
20:00:54:004,50,28027632,0.23,0.24,1.6,,,,,,,,,,
20:00:54:006,60,28037460,0.27,0.28,4.09,,,,,,,,,,
20:00:54:009,70,28045998,0.3,0.31,2.07,,,,,,,,,,
20:00:54:011,80,28053563,0.33,0.35,5.56,,,,,,,,,,
20:00:54:014,90,28060369,0.37,0.39,6,,,,,,,,,,
20:00:54:016,100,28066476,0.41,0.41,3.15,,,,,,,,,,
20:00:54:019,110,28072173,0.44,0.44,1.41,,,,,,,,,,
20:00:54:021,120,28077437,0.47,0.47,-0.58,,,,20:00:54:441,Pulso,Inicial:,40,Pulso,Propulsiva:,1704
20:00:54:024,130,28082447,0.49,0.5,6.37,,,,20:00:54:441,,,,,,
20:00:54:026,140,28087198,0.51,0.53,8.14,,,,20:00:54:443,Recorrido:,39.86,,,,
20:00:54:029,150,28091695,0.53,0.54,1.9,,,,20:00:54:445,Velocidad,Media:,0.81,,,
20:00:54:031,160,28096077,0.55,0.56,8.16,,,,20:00:54:447,Velocidad,Propulsiva:,0.84,,,
20:00:54:034,170,28100286,0.58,0.59,7.03,,,,20:00:54:450,Velocidad,Máxima:,1.47,,,
20:00:54:036,180,28104285,0.6,0.61,6.4,,,,,,,,,,
20:00:54:039,190,28108125,0.63,0.64,6.75,,,,,,,,,,
20:00:54:041,200,28111800,0.65,0.66,11.82,,,,,,,,,,
20:00:54:044,210,28115362,0.68,0.7,9.62,,,,,,,,,,
20:00:54:047,220,28118756,0.71,0.72,10.34,,,,,,,,,,
20:00:54:049,230,28122035,0.73,0.73,3.54,,,,,,,,,,
20:00:54:052,240,28125241,0.75,0.76,9.7,,,,,,,,,,
20:00:54:054,250,28128347,0.77,0.79,12.44,,,,,,,,,,
20:00:54:057,260,28131340,0.81,0.82,8.51,,,,,,,,,,
20:00:54:059,270,28134222,0.84,0.85,11.49,,,,,,,,,,
20:00:54:062,280,28137004,0.86,0.87,9.45,,,,,,,,,,
20:00:54:064,290,28139706,0.9,0.9,5.73,,,,,,,,,,
20:00:54:067,300,28142311,0.93,0.93,4.53,,,,,,,,,,
20:00:54:069,310,28144838,0.95,0.96,7.81,,,,,,,,,,
20:00:54:072,320,28147298,0.98,0.98,6.37,,,,,,,,,,
20:00:54:074,330,28149695,1,1.02,19.95,,,,,,,,,,
20:00:54:077,340,28152005,1.05,1.05,5.25,,,,,,,,,,
20:00:54:080,350,28154239,1.06,1.07,12.4,,,,,,,,,,
20:00:54:082,360,28156437,1.09,1.1,14.78,,,,,,,,,,
20:00:54:085,370,28158578,1.12,1.11,-3.12,,,,,,,,,,
20:00:54:087,380,28160688,1.12,1.12,-1.59,,,,,,,,,,
20:00:54:090,390,28162789,1.12,1.13,6.51,,,,,,,,,,
20:00:54:093,400,28164874,1.13,1.12,-8.02,,,,,,,,,,
20:00:54:095,410,28166964,1.12,1.12,-7.99,,,,,,,,,,
20:00:54:098,420,28169066,1.11,1.12,6.25,,,,,,,,,,
20:00:54:100,430,28171180,1.1,1.1,1.48,,,,,,,,,,
20:00:54:103,440,28173320,1.11,1.11,-1.55,,,,,,,,,,
20:00:54:105,450,28175437,1.11,1.14,32.03,,,,,,,,,,
20:00:54:108,460,28177522,1.15,1.15,3.41,,,,,,,,,,
20:00:54:110,470,28179561,1.16,1.17,7.22,,,,,,,,,,
20:00:54:113,480,28181571,1.18,1.18,1.85,,,,,,,,,,
20:00:54:116,490,28183568,1.18,1.17,-11,,,,,,,,,,
20:00:54:118,500,28185568,1.17,1.16,-7.22,,,,,,,,,,
20:00:54:121,510,28187583,1.16,1.14,-17.3,,,,,,,,,,
20:00:54:123,520,28189631,1.12,1.12,-7.96,,,,,,,,,,
20:00:54:126,530,28191730,1.1,1.1,-4.54,,,,,,,,,,
20:00:54:129,540,28193863,1.1,1.1,-3.05,,,,,,,,,,
20:00:54:131,550,28195995,1.11,1.11,0,,,,,,,,,,
20:00:54:134,560,28198120,1.1,1.1,-1.52,,,,,,,,,,
20:00:54:137,570,28200255,1.09,1.08,-17.39,,,,,,,,,,
20:00:54:139,580,28202425,1.06,1.06,-1.34,,,,,,,,,,
20:00:54:142,590,28204654,1.04,1.04,-6.38,,,,,,,,,,
20:00:54:144,600,28206917,1.03,1.02,-12.24,,,,,,,,,,
20:00:54:147,610,28209208,1.02,1.01,-8.31,,,,,,,,,,
20:00:54:150,620,28211520,1.01,1.01,-4.64,,,,,,,,,,
20:00:54:152,630,28213857,1,1,-1.12,,,,,,,,,,
20:00:54:155,640,28216217,0.99,0.97,-14.94,,,,,,,,,,
20:00:54:158,650,28218620,0.97,0.97,-3.08,,,,,,,,,,
20:00:54:160,660,28221047,0.96,0.96,-2.02,,,,,,,,,,
20:00:54:163,670,28223491,0.97,0.97,5.13,,,,,,,,,,
20:00:54:165,680,28225915,0.98,0.99,5.41,,,,,,,,,,
20:00:54:168,690,28228295,1,1.01,5.73,,,,,,,,,,
20:00:54:170,700,28230633,1.01,1.02,3.53,,,,,,,,,,
20:00:54:173,710,28232952,1.02,1.02,1.2,,,,,,,,,,
20:00:54:175,720,28235254,1.04,1.04,0,,,,,,,,,,
20:00:54:178,730,28237513,1.05,1.05,5.22,,,,,,,,,,
20:00:54:180,740,28239755,1.04,1.04,-5.12,,,,,,,,,,
20:00:54:183,750,28242014,1.03,1.03,1.23,,,,,,,,,,
20:00:54:185,760,28244294,1.03,1.04,11.18,,,,,,,,,,
20:00:54:188,770,28246569,1.05,1.06,13.23,,,,,,,,,,
20:00:54:191,780,28248795,1.08,1.09,14.36,,,,,,,,,,
20:00:54:193,790,28250959,1.1,1.11,1.53,,,,,,,,,,
20:00:54:196,800,28253079,1.11,1.11,-1.55,,,,,,,,,,
20:00:54:198,810,28255194,1.11,1.11,6.22,,,,,,,,,,
20:00:54:201,820,28257306,1.13,1.14,6.6,,,,,,,,,,
20:00:54:203,830,28259374,1.16,1.16,3.53,,,,,,,,,,
20:00:54:206,840,28261392,1.18,1.19,15.21,,,,,,,,,,
20:00:54:208,850,28263365,1.21,1.21,9.99,,,,,,,,,,
20:00:54:211,860,28265305,1.23,1.23,8.45,,,,,,,,,,
20:00:54:214,870,28267215,1.24,1.25,6.53,,,,,,,,,,
20:00:54:216,880,28269103,1.25,1.27,29.28,,,,,,,,,,
20:00:54:219,890,28270965,1.28,1.28,7.19,,,,,,,,,,
20:00:54:221,900,28272793,1.31,1.32,15.52,,,,,,,,,,
20:00:54:224,910,28274576,1.34,1.35,10.95,,,,,,,,,,
20:00:54:226,920,28276322,1.36,1.38,26.32,,,,,,,,,,
20:00:54:229,930,28278029,1.4,1.43,35.27,,,,,,,,,,
20:00:54:232,940,28279683,1.46,1.46,7.02,,,,,,,,,,
20:00:54:234,950,28281291,1.48,1.48,11.05,,,,,,,,,,
20:00:54:237,960,28282874,1.5,1.52,30.95,,,,,,,,,,
20:00:54:239,970,28284432,1.52,1.53,19.91,,,,,,,,,,
20:00:54:242,980,28285975,1.53,1.53,0,,,,,,,,,,
20:00:54:244,990,28287508,1.54,1.54,0,,,,,,,,,,
20:00:54:247,1000,28289032,1.55,1.56,12.84,,,,,,,,,,
20:00:54:250,1010,28290538,1.58,1.59,8.99,,,,,,,,,,
20:00:54:252,1020,28292023,1.59,1.59,9.12,,,,,,,,,,
20:00:54:255,1030,28293501,1.6,1.59,-18.31,,,,,,,,,,
20:00:54:258,1040,28294980,1.57,1.56,-21.87,,,,,,,,,,
20:00:54:261,1050,28296481,1.54,1.53,-16.4,,,,,,,,,,
20:00:54:263,1060,28298013,1.51,1.51,-7.8,,,,,,,,,,
20:00:54:266,1070,28299568,1.51,1.51,-7.76,,,,,,,,,,
20:00:54:269,1080,28301126,1.5,1.5,0,,,,,,,,,,
20:00:54:271,1090,28302686,1.51,1.51,0,,,,,,,,,,
20:00:54:274,1100,28304240,1.52,1.52,-7.98,,,,,,,,,,
20:00:54:277,1110,28305784,1.52,1.5,-23.36,,,,,,,,,,
20:00:54:279,1120,28307343,1.49,1.48,-22.24,,,,,,,,,,
20:00:54:282,1130,28308929,1.46,1.44,-24.26,,,,,,,,,,
20:00:54:285,1140,28310554,1.43,1.42,-19.56,,,,,,,,,,
20:00:54:288,1150,28312210,1.39,1.38,-21.18,,,,,,,,,,
20:00:54:291,1160,28313908,1.36,1.34,-30.76,,,,,,,,,,
20:00:54:293,1170,28315653,1.32,1.31,-12.88,,,,,,,,,,
20:00:54:296,1180,28317442,1.29,1.29,0,,,,,,,,,,
20:00:54:299,1190,28319270,1.29,1.27,-23.51,,,,,,,,,,
20:00:54:302,1200,28321112,1.27,1.26,-13.57,,,,,,,,,,
20:00:54:304,1210,28322979,1.24,1.24,-8.59,,,,,,,,,,
20:00:54:307,1220,28324882,1.21,1.21,-4.01,,,,,,,,,,
20:00:54:310,1230,28326828,1.19,1.18,-11.23,,,,,,,,,,
20:00:54:312,1240,28328819,1.17,1.15,-26.63,,,,,,,,,,
20:00:54:315,1250,28330849,1.14,1.15,12.01,,,,,,,,,,
20:00:54:318,1260,28332891,1.14,1.14,-6.7,,,,,,,,,,
20:00:54:321,1270,28334964,1.14,1.12,-21.32,,,,,,,,,,
20:00:54:323,1280,28337045,1.11,1.1,-6.13,,,,,,,,,,
20:00:54:326,1290,28339170,1.1,1.1,-6.04,,,,,,,,,,
20:00:54:329,1300,28341302,1.1,1.11,6.16,,,,,,,,,,
20:00:54:331,1310,28343423,1.11,1.12,4.68,,,,,,,,,,
20:00:54:334,1320,28345533,1.12,1.13,1.61,,,,,,,,,,
20:00:54:337,1330,28347622,1.12,1.11,-12.52,,,,,,,,,,
20:00:54:339,1340,28349737,1.1,1.09,-13.22,,,,,,,,,,
20:00:54:342,1350,28351896,1.07,1.06,-12.34,,,,,,,,,,
20:00:54:345,1360,28354105,1.05,1.05,-7.88,,,,,,,,,,
20:00:54:347,1370,28356341,1.05,1.06,8.05,,,,,,,,,,
20:00:54:350,1380,28358553,1.09,1.1,11.84,,,,,,,,,,
20:00:54:353,1390,28360689,1.13,1.14,16.7,,,,,,,,,,
20:00:54:355,1400,28362747,1.15,1.15,1.74,,,,,,,,,,
20:00:54:358,1410,28364785,1.14,1.12,-18.04,,,,,,,,,,
20:00:54:361,1420,28366869,1.1,1.09,-16.43,,,,,,,,,,
20:00:54:364,1430,28369014,1.08,1.08,0,,,,,,,,,,
20:00:54:366,1440,28371187,1.09,1.1,14.88,,,,,,,,,,
20:00:54:369,1450,28373329,1.12,1.13,12.9,,,,,,,,,,
20:00:54:372,1460,28375413,1.14,1.15,10.32,,,,,,,,,,
20:00:54:374,1470,28377457,1.15,1.15,-3.43,,,,,,,,,,
20:00:54:377,1480,28379508,1.13,1.13,-6.55,,,,,,,,,,
20:00:54:380,1490,28381588,1.12,1.12,-3.16,,,,,,,,,,
20:00:54:382,1500,28383691,1.12,1.12,1.59,,,,,,,,,,
20:00:54:385,1510,28385788,1.14,1.15,15.16,,,,,,,,,,
20:00:54:388,1520,28387843,1.17,1.18,12.74,,,,,,,,,,
20:00:54:390,1530,28389849,1.19,1.2,19.41,,,,,,,,,,
20:00:54:393,1540,28391809,1.21,1.19,-17.69,,,,,,,,,,
