19:55:17:280,0,176758679,0.06,0.1,3.85,,,,,,,,,,
19:55:17:283,10,176785606,0.17,0.2,6.6,,,,,,,,,,
19:55:17:285,20,176798229,0.23,0.26,7.22,,,,,,,,,,
19:55:17:288,30,176807697,0.28,0.29,4.2,,,,,,,,,,
19:55:17:290,40,176815773,0.31,0.33,6.87,,,,,,,,,,
19:55:17:293,50,176822973,0.35,0.36,4.15,,,,,,,,,,
19:55:17:296,60,176829499,0.38,0.41,12.77,,,,,,,,,,
19:55:17:298,70,176835405,0.41,0.42,6.39,,,,,,,,,,
19:55:17:301,80,176841120,0.43,0.44,7.12,,,,,,,,,,
19:55:17:303,90,176846506,0.45,0.45,-1.23,,,,,,,,,,
19:55:17:306,100,176851673,0.47,0.48,3.82,,,,,,,,,,
19:55:17:308,110,176856579,0.5,0.5,2.86,,,,,,,,,,
19:55:17:311,120,176861237,0.52,0.53,5.55,,,,,,,,,,
19:55:17:314,130,176865707,0.55,0.55,3.18,,,,,,,,,,
19:55:17:316,140,176869964,0.56,0.57,3.46,,,,19:55:17:713,,,,,,
19:55:17:319,150,176874113,0.58,0.6,7.22,,,,19:55:17:717,Pulso,Inicial:,20,Pulso,Propulsiva:,1604
19:55:17:321,160,176878081,0.61,0.61,0.77,,,,19:55:17:717,,,,,,
19:55:17:324,170,176881921,0.63,0.63,4.51,,,,19:55:17:719,Recorrido:,37.81,,,,
19:55:17:327,180,176885645,0.64,0.65,4.58,,,,19:55:17:721,Velocidad,Media:,0.76,,,
19:55:17:329,190,176889282,0.66,0.65,-0.32,,,,19:55:17:723,Velocidad,Propulsiva:,0.78,,,
19:55:17:332,200,176892865,0.67,0.67,4.1,,,,19:55:17:725,Velocidad,Máxima:,1.34,,,
19:55:17:335,210,176896356,0.68,0.67,-4.63,,,,,,,,,,
19:55:17:337,220,176899831,0.69,0.71,13.31,,,,,,,,,,
19:55:17:340,230,176903165,0.73,0.74,6.23,,,,,,,,,,
19:55:17:343,240,176906356,0.79,0.76,-18.45,,,,,,,,,,
19:55:17:345,250,176909400,0.76,0.77,7.59,,,,,,,,,,
19:55:17:348,260,176912458,0.79,0.79,3.93,,,,,,,,,,
19:55:17:351,270,176915414,0.81,0.81,3.64,,,,,,,,,,
19:55:17:353,280,176918307,0.82,0.83,8.21,,,,,,,,,,
19:55:17:356,290,176921154,0.84,0.85,10.32,,,,,,,,,,
19:55:17:358,300,176923920,0.87,0.88,13.57,,,,,,,,,,
19:55:17:361,310,176926604,0.9,0.9,3.3,,,,,,,,,,
19:55:17:364,320,176929206,0.92,0.93,8.81,,,,,,,,,,
19:55:17:366,330,176931751,0.94,0.95,11.6,,,,,,,,,,
19:55:17:369,340,176934218,0.97,0.98,10.64,,,,,,,,,,
19:55:17:372,350,176936614,1,1,3.43,,,,,,,,,,
19:55:17:374,360,176938956,1.02,1.02,3.57,,,,,,,,,,
19:55:17:377,370,176941263,1.04,1.06,22.22,,,,,,,,,,
19:55:17:380,380,176943490,1.08,1.09,10.23,,,,,,,,,,
19:55:17:382,390,176945649,1.11,1.13,22.05,,,,,,,,,,
19:55:17:385,400,176947749,1.14,1.15,13.67,,,,,,,,,,
19:55:17:388,410,176949797,1.15,1.15,1.71,,,,,,,,,,
19:55:17:390,420,176951843,1.15,1.15,-5.16,,,,,,,,,,
19:55:17:393,430,176953884,1.15,1.14,-6.79,,,,,,,,,,
19:55:17:396,440,176955934,1.13,1.14,8.33,,,,,,,,,,
19:55:17:398,450,176958001,1.14,1.12,-16.22,,,,,,,,,,
19:55:17:401,460,176960071,1.14,1.11,-38.62,,,,,,,,,,
19:55:17:404,470,176962171,1.09,1.11,25.54,,,,,,,,,,
19:55:17:407,480,176964300,1.13,1.14,1.65,,,,,,,,,,
19:55:17:409,490,176966370,1.15,1.1,-57.33,,,,,,,,,,
19:55:17:412,500,176968465,1.15,1.18,35.47,,,,,,,,,,
19:55:17:415,510,176970478,1.19,1.21,13.71,,,,,,,,,,
19:55:17:417,520,176972432,1.2,1.2,-1.95,,,,,,,,,,
19:55:17:420,530,176974392,1.19,1.19,-3.84,,,,,,,,,,
19:55:17:423,540,176976368,1.17,1.17,-7.26,,,,,,,,,,
19:55:17:426,550,176978379,1.16,1.14,-15.49,,,,,,,,,,
19:55:17:428,560,176980425,1.14,1.13,-6.62,,,,,,,,,,
19:55:17:431,570,176982497,1.12,1.12,-6.34,,,,,,,,,,
19:55:17:434,580,176984601,1.1,1.1,-7.55,,,,,,,,,,
19:55:17:436,590,176986739,1.09,1.09,-2.93,,,,,,,,,,
19:55:17:439,600,176988896,1.08,1.08,-5.71,,,,,,,,,,
19:55:17:442,610,176991069,1.07,1.07,-9.7,,,,,,,,,,
19:55:17:444,620,176993269,1.05,1.04,-13.01,,,,,,,,,,
19:55:17:447,630,176995520,1.03,1.02,-7.27,,,,,,,,,,
19:55:17:450,640,176997823,1,0.99,-7.82,,,,,,,,,,
19:55:17:452,650,177000186,0.99,0.99,0,,,,,,,,,,
19:55:17:455,660,177002560,0.99,0.99,0,,,,,,,,,,
19:55:17:458,670,177004940,0.98,0.99,2.17,,,,,,,,,,
19:55:17:460,680,177007326,0.97,0.97,-8.27,,,,,,,,,,
19:55:17:463,690,177009753,0.96,0.96,4.04,,,,,,,,,,
19:55:17:466,700,177012195,0.96,0.95,-7.88,,,,,,,,,,
19:55:17:468,710,177014654,0.96,0.96,-3.98,,,,,,,,,,
