20:02:43:758,1170,20311526,1.24,1.23,-12.83,,,,,,,,,,
20:02:43:761,1180,20313429,1.21,1.22,12.21,,,,,,,,,,
20:02:43:763,1190,20315366,1.2,1.21,9.92,,,,,,,,,,
20:02:43:766,1200,20317311,1.22,1.22,4.11,,,,,,,,,,
20:02:43:769,1210,20319240,1.22,1.21,-4.06,,,,,,,,,,
20:02:43:771,1220,20321177,1.21,1.2,-7.97,,,,,,,,,,
20:02:43:774,1230,20323125,1.2,1.18,-17.12,,,,,,,,,,
20:02:43:777,1240,20325104,1.17,1.17,1.82,,,,,,,,,,
20:02:43:780,1250,20327112,1.16,1.16,-1.79,,,,,,,,,,
20:02:43:782,1260,20329132,1.17,1.18,12.85,,,,,,,,,,
20:02:43:785,1270,20331128,1.19,1.2,15.39,,,,,,,,,,
20:02:43:788,1280,20333095,1.2,1.2,1.96,,,,,,,,,,
20:02:43:790,1290,20335056,1.19,1.18,-9.34,,,,,,,,,,
20:02:43:793,1300,20337048,1.15,1.15,-6.89,,,,,,,,,,
20:02:43:796,1310,20339095,1.13,1.13,-1.64,,,,,,,,,,
20:02:43:798,1320,20341171,1.14,1.16,20.76,,,,,,,,,,
20:02:43:801,1330,20343204,1.2,1.22,36.07,,,,,,,,,,
20:02:43:804,1340,20345138,1.25,1.26,8.92,,,,,,,,,,
20:02:43:806,1350,20347009,1.27,1.26,-9.13,,,,,,,,,,
20:02:43:809,1360,20348873,1.25,1.24,-21.78,,,,,,,,,,
20:02:43:812,1370,20350769,1.22,1.2,-22.04,,,,,,,,,,
20:02:43:814,1380,20352714,1.2,1.19,-9.64,,,,,,,,,,
20:02:43:817,1390,20354684,1.21,1.22,14.05,,,,,,,,,,
20:02:43:820,1400,20356618,1.24,1.26,21.99,,,,,,,,,,
20:02:43:823,1410,20358494,1.27,1.28,14.2,,,,,,,,,,
20:02:43:825,1420,20360331,1.28,1.28,-7.1,,,,,,,,,,
20:02:43:828,1430,20362167,1.27,1.27,-4.61,,,,,,,,,,
20:02:43:831,1440,20364024,1.26,1.25,-15.58,,,,,,,,,,
20:02:43:833,1450,20365904,1.24,1.24,0,,,,,,,,,,
20:02:43:836,1460,20367791,1.25,1.26,13.53,,,,,,,,,,
20:02:43:839,1470,20369654,1.28,1.3,31.76,,,,,,,,,,
20:02:43:841,1480,20371466,1.32,1.32,0,,,,,,,,,,
20:02:43:844,1490,20373242,1.32,1.31,-15.56,,,,,,,,,,
20:02:43:847,1500,20375027,1.31,1.3,-7.56,,,,,,,,,,
20:02:43:850,1510,20376826,1.29,1.28,-14.48,,,,,,,,,,
20:02:43:852,1520,20378658,1.27,1.25,-26.95,,,,,,,,,,
20:02:43:855,1530,20380535,1.24,1.21,-33.38,,,,,,,,,,
20:02:43:858,1540,20382461,1.2,1.18,-24.6,,,,,,,,,,
20:02:43:861,1550,20384449,1.16,1.14,-24.34,,,,,,,,,,
20:02:43:863,1560,20386495,1.13,1.12,-6.4,,,,,,,,,,
20:02:43:866,1570,20388586,1.12,1.12,-6.34,,,,,,,,,,
20:02:43:869,1580,20390691,1.11,1.09,-22.53,,,,,,,,,,
20:02:43:872,1590,20392843,1.05,1.02,-35.09,,,,,,,,,,
20:02:43:874,1600,20395137,0.97,0.95,-16.96,,,,,,,,,,
20:02:43:877,1610,20397606,0.92,0.9,-14.48,,,,,,,,,,
20:02:43:880,1620,20400194,0.89,0.89,2.39,,,,,,,,,,
20:02:43:883,1630,20402851,0.84,0.82,-21.83,,,,,,,,,,
20:02:43:885,1640,20405713,0.79,0.78,-4.37,,,,,,,,,,
20:02:43:888,1650,20408735,0.73,0.74,6.87,,,,,,,,,,
20:02:43:890,1660,20411944,0.69,0.7,8.58,,,,,,,,,,
20:02:43:893,1670,20415342,0.62,0.62,-3.5,,,,,,,,,,
20:02:43:896,1680,20419142,0.59,0.58,-4.47,,,,,,,,,,
20:02:43:899,1690,20423217,0.51,0.45,-31.48,,,,,,,,,,
20:02:43:901,1700,20428323,0.39,0.39,2.19,,,,,,,,,,
