19:59:19:449,13129685,-0.5
19:59:19:584,13264836,-0.52
19:59:19:722,13402797,-0.03
19:59:19:738,13419168,-0.27
19:59:19:750,13431324,-0.24
19:59:19:760,13441236,-0.19
19:59:19:769,13450619,0.21
19:59:19:776,13457809,0.06
19:59:19:783,13464563,-0.16
19:59:19:790,13471059,-0.84
19:59:19:796,13477371,3.06
19:59:19:799,13480608,-1.79
19:59:19:804,13485621,1.22
19:59:19:809,13489935,1.08
19:59:19:814,13495193,0.98
19:59:19:817,13498483,-0.66
19:59:19:820,13501666,0.44
19:59:19:825,13506577,2.04
19:59:19:830,13511533,0.88
19:59:19:834,13515635,0.1
19:59:19:839,13520088,0.12
19:59:19:843,13524146,0.9
19:59:19:847,13527951,0.18
19:59:19:850,13531580,-0.06
19:59:19:854,13535309,0.03
19:59:19:858,13538938,0.29
19:59:19:861,13542460,0.03
19:59:19:865,13546139,0.11
19:59:19:868,13549534,-1.12
19:59:19:872,13553046,-0.72
19:59:19:875,13556689,-0.09
19:59:19:879,13560107,-0.81
19:59:19:882,13563324,-0.59
19:59:19:885,13566607,-0.46
19:59:19:889,13569746,-0.54
19:59:19:892,13572970,-0.72
19:59:19:895,13576022,-0.58
19:59:19:898,13579160,1.99
19:59:19:901,13582399,-0.21
19:59:19:904,13585473,0.22
19:59:19:907,13588510,0.52
19:59:19:910,13591661,-0.37
19:59:19:913,13594748,-1.55
19:59:19:917,13597759,-1.23
19:59:19:920,13600812,-0.23
19:59:19:923,13603903,0.71
19:59:19:926,13606997,0.79
19:59:19:929,13609967,0.32
19:59:19:932,13612930,-0.17
19:59:19:935,13616041,-1.06
19:59:19:938,13619108,-0.95
19:59:19:941,13622077,-0.2
19:59:19:944,13624996,-0.33
19:59:19:947,13628079,-0.82
19:59:19:950,13631241,-1.08
19:59:19:953,13634185,-1.29
19:59:19:956,13637222,-0.97
19:59:19:959,13640653,-1.41
19:59:19:963,13643862,-1.02
19:59:19:966,13646918,-1.21
19:59:19:969,13650209,-1.1
19:59:19:972,13653531,-0.92
19:59:19:976,13656793,-1.03
19:59:19:979,13660100,-0.7
19:59:19:982,13663418,-0.51
19:59:19:985,13666748,-0.49
19:59:19:989,13670151,-0.01
19:59:19:992,13673568,0.19
19:59:19:996,13676841,0.04
19:59:19:999,13680167,-0.44
19:59:20:002,13683477,-0.7
19:59:20:006,13686835,-0.66
19:59:20:009,13690351,-0.48
19:59:20:012,13693668,-0.46
19:59:20:016,13696813,-0.74
19:59:20:019,13700273,-0.83
19:59:20:023,13704042,-0.52
19:59:20:026,13707427,-0.34
19:59:20:029,13710701,-0.57
19:59:20:033,13714106,-0.52
19:59:20:036,13717670,-0.67
19:59:20:040,13721050,-0.09
19:59:20:043,13724454,0.03
19:59:20:047,13727914,-0.51
19:59:20:050,13731305,-0.48
19:59:20:053,13734751,-0.67
19:59:20:057,13738333,-0.9
19:59:20:061,13741818,-0.68
19:59:20:064,13745347,-0.88
19:59:20:068,13748856,-0.9
19:59:20:071,13752291,-0.83
19:59:20:075,13755845,-0.81
19:59:20:078,13759469,-0.54
19:59:20:082,13762976,-0.54
19:59:20:085,13766339,-0.47
19:59:20:089,13769949,0.01
19:59:20:092,13773556,0.09
19:59:20:096,13776861,0.1
19:59:20:099,13779950,0.2
19:59:20:102,13783435,0.24
19:59:20:105,13786797,0.17
19:59:20:108,13789812,0.09
19:59:20:112,13793021,0.12
19:59:20:115,13796438,-0.03
19:59:20:118,13799532,-0.09
19:59:20:121,13802519,0.14
19:59:20:124,13805630,0.05
19:59:20:127,13808756,0.21
19:59:20:130,13811798,0.17
19:59:20:133,13814830,0.04
19:59:20:136,13817721,0.01
19:59:20:139,13820582,0.02
19:59:20:142,13823532,0.09
19:59:20:147,13827869,0.23
19:59:20:151,13831968,0.2
19:59:20:155,13836147,-0.03
19:59:20:159,13840291,0.28
19:59:20:163,13844354,0.57
19:59:20:167,13848376,-0.23
19:59:20:171,13852414,-0.26
19:59:20:175,13856373,-0.33
19:59:20:179,13860304,-0.05
19:59:20:183,13864312,-0.04
19:59:20:187,13868171,0.25
19:59:20:191,13871953,0.02
19:59:20:195,13875874,-0.02
19:59:20:199,13879886,0.09
19:59:20:202,13883619,0.27
19:59:20:206,13887493,0.13
19:59:20:210,13891326,-0.03
19:59:20:214,13895092,0
19:59:20:218,13898894,-0.11
19:59:20:221,13902740,-0.15
19:59:20:225,13906448,-0.31
19:59:20:229,13910188,-0.48
19:59:20:233,13914045,-0.65
19:59:20:236,13917765,-0.72
19:59:20:240,13921521,-0.63
19:59:20:244,13925346,-0.42
19:59:20:248,13929148,-0.25
19:59:20:252,13932839,-0.15
19:59:20:255,13936601,-0.21
19:59:20:259,13940379,-0.29
19:59:20:263,13944109,-0.47
19:59:20:266,13947856,0.1
19:59:20:270,13951607,-0.26
19:59:20:274,13955372,-0.92
19:59:20:278,13959095,-0.55
19:59:20:282,13962853,-0.33
19:59:20:285,13966590,-0.46
19:59:20:289,13970345,-0.57
19:59:20:293,13974174,-1.03
19:59:20:297,13978009,-0.76
19:59:20:301,13981776,-0.87
19:59:20:304,13985624,-0.94
19:59:20:308,13989516,-0.9
19:59:20:312,13993368,-0.92
19:59:20:316,13997284,-0.89
19:59:20:320,14001236,-1.05
19:59:20:324,14005139,-1.05
19:59:20:328,14009105,-1.01
19:59:20:332,14013114,-0.91
19:59:20:336,14017139,-0.94
19:59:20:340,14021253,-0.78
19:59:20:344,14025289,-0.75
19:59:20:350,14029400,-0.91
19:59:20:352,14033570,-0.93
19:59:20:356,14037760,-1
19:59:20:359,14040594,-1.07
19:59:20:362,14043440,-1.23
19:59:20:365,14046353,-1.37
19:59:20:368,14049300,-1.27
19:59:20:371,14052182,-1.18
19:59:20:374,14055196,-1.02
19:59:20:377,14058212,-0.74
19:59:20:380,14061235,-0.92
19:59:20:383,14064283,-1.03
19:59:20:386,14067351,-1.11
19:59:20:389,14070520,-1.06
19:59:20:393,14073600,-1.29
19:59:20:395,14076778,-1.42
19:59:20:399,14079955,-1.43
19:59:20:402,14083251,-1.02
19:59:20:405,14086621,-1.4
19:59:20:409,14089913,-0.89
19:59:20:412,14093387,-1.08
19:59:20:416,14096962,-1.99
19:59:20:419,14100500,-1.17
19:59:20:423,14104051,-0.95
19:59:20:427,14107844,-0.62
19:59:20:430,14111435,-0.79
19:59:20:434,14115011,-1.46
19:59:20:438,14118873,-1.11
19:59:20:441,14122696,-1.21
19:59:20:445,14126486,-1.37
19:59:20:449,14130538,-1.42
19:59:20:453,14134686,-1.62
19:59:20:458,14138895,-1.32
19:59:20:462,14143324,-1.16
19:59:20:466,14147685,-1.29
19:59:20:471,14152242,-1.19
19:59:20:476,14156988,-1.01
19:59:20:481,14162018,-1.12
19:59:20:486,14167115,-1.5
19:59:20:491,14172549,-1.35
19:59:20:494,14175451,-1.44
19:59:20:497,14178485,-1.59
19:59:20:500,14181477,-1.7
19:59:20:503,14184666,-1.92
19:59:20:507,14188112,-1.71
19:59:20:510,14191506,-2.33
19:59:20:514,14194934,-2.03
19:59:20:518,14198933,-0.9
19:59:20:522,14202841,-1.79
19:59:20:526,14206979,-1.71
19:59:20:531,14212096,-2.37
19:59:20:536,14217757,-1.23
19:59:20:544,14224874,-1.3
19:59:20:552,14233300,-0.76
19:59:20:565,14246147,-1.34
19:59:21:024,14705495,-0.37
19:59:21:038,14718839,0.21
19:59:21:048,14729145,-0.43
19:59:21:058,14739197,-1.01
19:59:21:069,14750039,-0.84
19:59:21:079,14760121,-0.86
19:59:21:090,14771106,-1.18
19:59:21:103,14784793,-1.38
19:59:21:122,14803050,-0.69
19:59:23:673,17354560,0.43
19:59:23:682,17363109,-0.4
19:59:23:690,17371518,-0.73
19:59:23:698,17379263,-0.57
19:59:23:706,17387530,-0.85
19:59:23:715,17396487,-1.14
19:59:23:726,17408003,-1.24
19:59:23:950,17631186,-0.63
19:59:23:974,17655096,-1.1
19:59:24:418,18099400,-0.54
19:59:24:445,18126748,-0.43
19:59:24:476,18157598,-0.67
19:59:24:507,18188806,-0.41
19:59:24:527,18208054,-0.11
19:59:24:541,18222698,0.05
19:59:24:550,18231167,0.24
19:59:24:559,18240868,0.51
19:59:24:566,18247194,0.96
19:59:24:571,18252242,1.69
19:59:24:575,18256554,2.41
19:59:24:578,18259954,2.77
19:59:24:581,18263036,2.76
19:59:24:587,18268280,3.12
19:59:24:591,18272654,3.52
19:59:24:595,18276480,4.09
19:59:24:598,18279841,5.1
19:59:24:601,18282921,5.69
19:59:24:604,18285801,4.68
19:59:24:608,18289525,5.4
19:59:24:611,18292944,6.76
19:59:24:614,18295940,6.73
19:59:24:617,18298826,6.4
19:59:24:621,18302458,6.23
19:59:24:624,18305730,5.51
19:59:24:627,18308774,5.25
19:59:24:630,18311708,5.18
19:59:24:633,18314548,4.81
19:59:24:636,18317924,5.64
19:59:24:639,18321092,5.58
19:59:24:643,18324207,5.79
19:59:24:646,18327253,6.19
19:59:24:649,18330156,6.71
19:59:24:652,18333508,6.54
19:59:24:655,18336790,6.95
19:59:24:658,18339930,8.69
19:59:24:661,18342960,6.23
19:59:24:664,18345960,10.29
19:59:24:667,18348871,6.64
19:59:24:670,18351695,8.66
19:59:24:674,18354921,6.34
19:59:24:676,18358112,6.8
19:59:24:680,18361258,4.56
19:59:24:683,18364273,7.36
19:59:24:686,18367279,5
19:59:24:688,18370150,5.46
19:59:24:692,18373334,4.31
19:59:24:695,18376398,4.84
19:59:24:698,18379438,4.82
19:59:24:701,18382451,6.29
19:59:24:704,18385366,4.4
19:59:24:707,18388520,4.57
19:59:24:710,18391625,4.2
19:59:24:713,18394723,4.73
19:59:24:716,18397792,4.87
19:59:24:719,18400770,4.77
19:59:24:722,18403702,3.42
19:59:24:725,18406580,2.92
19:59:24:728,18409683,2.58
19:59:24:731,18412713,2.84
19:59:24:734,18415681,2.54
19:59:24:737,18418559,3.45
19:59:24:740,18421372,3.32
19:59:24:743,18424406,3.16
19:59:24:746,18427634,3.16
19:59:24:749,18430471,3.2
19:59:24:752,18433464,3.14
19:59:24:755,18436322,4.42
19:59:24:758,18439340,3.27
19:59:24:761,18442290,3.38
19:59:24:764,18445163,3.18
19:59:24:766,18448082,3.18
19:59:24:769,18450926,2.53
19:59:24:772,18453926,2.44
19:59:24:775,18456885,2.9
19:59:24:778,18459826,2.08
19:59:24:781,18462815,2.35
19:59:24:784,18465666,2.34
19:59:24:787,18468540,1.9
19:59:24:790,18471506,1.91
19:59:24:793,18474386,2.52
19:59:24:796,18477248,2.49
19:59:24:798,18480140,1.57
19:59:24:801,18483089,2.15
19:59:24:804,18485911,2.39
19:59:24:808,18488784,1.71
19:59:24:811,18492284,2.2
19:59:24:814,18495226,2.31
19:59:24:817,18498288,1.36
19:59:24:820,18501185,0.96
19:59:24:822,18504093,1.07
19:59:24:825,18507019,1.47
19:59:24:828,18509999,3.48
19:59:24:831,18513006,0.32
19:59:24:834,18515997,4.13
19:59:24:837,18518946,1.6
19:59:24:840,18521882,1.31
19:59:24:843,18524798,0.61
19:59:24:846,18527678,2.41
19:59:24:849,18530534,1.33
19:59:24:852,18533405,1.7
19:59:24:855,18536287,0.27
19:59:24:857,18539113,1.15
19:59:24:860,18542063,0.92
19:59:24:863,18544962,1.72
19:59:24:866,18547850,0.88
19:59:24:869,18550857,-0.31
19:59:24:872,18553785,-0.69
19:59:24:876,18556683,-0.63
19:59:24:879,18560128,-0.91
19:59:24:881,18563100,0.43
19:59:24:884,18565970,0.17
19:59:24:887,18568931,-0.35
19:59:24:890,18571821,-0.63
19:59:24:893,18574809,-1.25
19:59:24:896,18577711,-1.77
19:59:24:899,18580588,-1.44
19:59:24:902,18583440,-2.09
19:59:24:905,18586286,-2.08
19:59:24:908,18589226,-2.31
19:59:24:911,18592082,-2.05
19:59:24:913,18594935,-3.22
19:59:24:916,18597791,-3.36
19:59:24:919,18600727,-3.46
19:59:24:922,18603618,-3.72
19:59:24:925,18606640,-4.8
19:59:24:928,18609576,-4.61
19:59:24:931,18612602,-4.95
19:59:24:934,18615544,-5.04
19:59:24:937,18618399,-4.87
19:59:24:940,18621344,-3.99
19:59:24:943,18624809,-4.14
19:59:24:946,18627863,-3.78
19:59:24:949,18630741,-3.7
19:59:24:952,18633697,-3.88
19:59:24:955,18636687,-4.45
19:59:24:958,18639759,-4.59
19:59:24:961,18642621,-5.16
19:59:24:964,18645464,-6.13
19:59:24:967,18648333,-6.84
19:59:24:970,18651279,-6.95
19:59:24:973,18654324,-7.67
19:59:24:976,18657430,-8
19:59:24:979,18660267,-8.5
19:59:24:982,18663326,-8.42
19:59:24:985,18666349,-8.95
19:59:24:988,18669453,-8.69
19:59:24:991,18672346,-8.88
19:59:24:994,18675244,-8.98
19:59:24:997,18678129,-8.98
19:59:24:999,18681030,-8.65
19:59:25:003,18684000,-9.09
19:59:25:006,18687319,-9.51
19:59:25:009,18690372,-9.36
19:59:25:012,18693449,-8.2
19:59:25:015,18696552,-8.64
19:59:25:018,18699449,-8.08
19:59:25:021,18702405,-8.18
19:59:25:024,18705428,-7.38
19:59:25:027,18708549,-7.69
19:59:25:030,18711466,-6.5
19:59:25:033,18714627,-5.2
19:59:25:036,18717607,-4.63
19:59:25:039,18720906,-2.22
19:59:25:043,18724248,-5.71
19:59:25:046,18727562,-2.63
19:59:25:049,18730853,-4.07
19:59:25:053,18734551,-1.13
19:59:25:057,18738540,-3
19:59:25:061,18742997,1.38
19:59:25:066,18747174,-2.99
19:59:25:521,19197380,-0.44
19:59:25:522,19203361,-1.46
19:59:25:525,19206722,-2.2
19:59:25:529,19210174,-1.79
19:59:25:532,19214041,-0.66
19:59:25:536,19217820,-1.84
19:59:25:540,19221727,-2.29
19:59:25:545,19227089,-1.79
19:59:25:553,19234306,-1.56
19:59:25:712,19393956,0.16
19:59:25:722,19403412,-0.26
19:59:25:729,19410751,-0.04
19:59:25:735,19417123,-0.69
19:59:25:743,19424480,-0.76
19:59:25:750,19431703,-0.69
19:59:25:758,19439412,-0.73
19:59:25:767,19448462,-0.62
19:59:25:947,19628793,-0.61
19:59:25:959,19640806,-0.36
19:59:25:969,19650781,-0.34
19:59:25:979,19660292,-0.21
19:59:25:989,19670768,-0.7
19:59:26:005,19686624,-0.86
19:59:26:170,19851451,0.14
19:59:26:182,19863634,-0.22
19:59:26:192,19874083,-0.91
19:59:26:202,19883698,-0.68
19:59:26:212,19894036,-0.64
19:59:26:227,19908844,-1.11
19:59:26:435,20117059,-0.76
19:59:26:458,20139786,-0.57
19:59:28:739,22420680,-1.02
19:59:28:750,22431560,1.05
19:59:28:756,22438250,-2.8
19:59:28:828,22510198,8.49
19:59:28:914,22595982,-1.7
19:59:28:969,22650457,0.16
