time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003537,0.0204,-0.0174,-0.0946,0.098
0.004013,-0.0067,-0.0715,-0.0406,0.083
0.004252,-0.0067,-0.0715,-0.0406,0.083
0.009884,-0.0067,-0.0715,-0.0406,0.083
0.013359,-0.0067,-0.0715,-0.0406,0.083
0.018128,0.0070,-0.0576,-0.0410,0.071
0.027537,0.0070,-0.0576,-0.0410,0.071
0.028484,0.0070,-0.0576,-0.0410,0.071
0.033384,0.0070,-0.0576,-0.0410,0.071
0.042127,-0.0065,-0.0573,-0.0550,0.080
0.043120,-0.0065,-0.0573,-0.0550,0.080
0.047692,-0.0065,-0.0573,-0.0550,0.080
0.052987,-0.0065,-0.0573,-0.0550,0.080
0.057764,-0.0063,-0.0162,-0.0690,0.071
0.062789,-0.0063,-0.0162,-0.0690,0.071
0.067622,-0.0063,-0.0162,-0.0690,0.071
0.079090,-0.0063,-0.0162,-0.0690,0.071
0.079966,-0.0062,-0.0297,-0.0828,0.088
0.082464,-0.0062,-0.0297,-0.0828,0.088
0.092751,-0.0062,-0.0297,-0.0828,0.088
0.093391,-0.0062,-0.0297,-0.0828,0.088
0.098017,-0.0061,-0.0433,-0.0420,0.061
0.102136,-0.0061,-0.0433,-0.0420,0.061
0.107059,-0.0061,-0.0433,-0.0420,0.061
0.112077,-0.0061,-0.0433,-0.0420,0.061
0.117054,0.0076,-0.0570,-0.0554,0.080
0.123782,0.0076,-0.0570,-0.0554,0.080
0.126865,0.0076,-0.0570,-0.0554,0.080
0.131733,0.0076,-0.0570,-0.0554,0.080
0.137007,-0.0060,-0.0575,-0.0411,0.071
0.141713,-0.0060,-0.0575,-0.0411,0.071
0.146499,-0.0060,-0.0575,-0.0411,0.071
0.151612,-0.0060,-0.0575,-0.0411,0.071
0.157788,0.0076,-0.0583,-0.0401,0.071
0.161753,0.0076,-0.0583,-0.0401,0.071
0.166257,0.0076,-0.0583,-0.0401,0.071
0.181794,0.0076,-0.0583,-0.0401,0.071
0.182607,0.0076,-0.0727,-0.0119,0.074
0.183137,0.0076,-0.0727,-0.0119,0.074
0.186112,0.0076,-0.0727,-0.0119,0.074
0.195282,0.0076,-0.0727,-0.0119,0.074
0.195769,-0.0061,-0.0460,-0.0247,0.053
0.201250,-0.0061,-0.0460,-0.0247,0.053
0.210043,-0.0061,-0.0460,-0.0247,0.053
0.210879,-0.0061,-0.0460,-0.0247,0.053
0.215450,0.0075,-0.0465,-0.0513,0.070
