time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
19:31:36:7620,0.0097,0.0606,0.0247,0.066
19:31:36:7670,0.0097,0.0606,0.0247,0.066
19:31:36:7720,0.0097,0.0606,0.0247,0.066
19:31:36:7920,0.0097,0.0606,0.0247,0.066
19:31:36:7930,-0.0040,0.0470,0.0501,0.069
19:31:36:7930,-0.0040,0.0470,0.0501,0.069
19:31:36:7940,-0.0040,0.0470,0.0501,0.069
19:31:36:7970,-0.0040,0.0470,0.0501,0.069
19:31:36:8020,-0.0042,0.0335,0.1026,0.108
19:31:36:8060,-0.0042,0.0335,0.1026,0.108
19:31:36:8120,-0.0042,0.0335,0.1026,0.108
19:31:36:8169,-0.0042,0.0335,0.1026,0.108
19:31:36:8220,-0.0042,0.0336,0.0595,0.068
19:31:36:8260,-0.0042,0.0336,0.0595,0.068
19:31:36:8310,-0.0042,0.0336,0.0595,0.068
19:31:36:8370,-0.0042,0.0336,0.0595,0.068
19:31:36:8410,-0.0042,0.0336,0.0595,0.068
19:31:36:8470,-0.0315,0.0609,0.0708,0.099
19:31:36:8510,-0.0315,0.0609,0.0708,0.099
19:31:36:8560,-0.0315,0.0609,0.0708,0.099
19:31:36:8740,-0.0315,0.0609,0.0708,0.099
19:31:36:8750,-0.0178,0.0610,0.0272,0.069
19:31:36:8760,-0.0178,0.0610,0.0272,0.069
19:31:36:8760,-0.0178,0.0610,0.0272,0.069
19:31:36:8810,-0.0178,0.0610,0.0272,0.069
19:31:36:8860,-0.0041,0.0611,0.0380,0.072
19:31:36:8910,-0.0041,0.0611,0.0380,0.072
19:31:36:8960,-0.0041,0.0611,0.0380,0.072
19:31:36:9010,-0.0041,0.0611,0.0380,0.072
19:31:36:9060,0.0095,0.0476,0.0351,0.060
19:31:36:9100,0.0095,0.0476,0.0351,0.060
19:31:36:9160,0.0095,0.0476,0.0351,0.060
19:31:36:9210,0.0095,0.0476,0.0351,0.060
19:31:36:9260,0.0232,0.0477,-0.0082,0.054
19:31:36:9300,0.0232,0.0477,-0.0082,0.054
19:31:36:9350,0.0232,0.0477,-0.0082,0.054
19:31:36:9400,0.0232,0.0477,-0.0082,0.054
19:31:36:9450,-0.0040,0.0341,0.0575,0.067
19:31:36:9500,-0.0040,0.0341,0.0575,0.067
19:31:36:9550,-0.0040,0.0341,0.0575,0.067
19:31:36:9730,-0.0040,0.0341,0.0575,0.067
19:31:36:9740,0.0233,0.0751,0.0550,0.096
19:31:36:9740,0.0233,0.0751,0.0550,0.096
19:31:36:9750,0.0233,0.0751,0.0550,0.096
19:31:36:9790,0.0233,0.0751,0.0550,0.096
19:31:36:9840,0.0097,0.0615,0.0114,0.063
19:31:36:9920,0.0097,0.0615,0.0114,0.063
19:31:36:9940,0.0097,0.0615,0.0114,0.063
19:31:36:9990,0.0097,0.0615,0.0114,0.063
19:31:37:0040,-0.0038,0.0753,0.0359,0.083
19:31:37:0090,-0.0038,0.0753,0.0359,0.083
19:31:37:0140,-0.0038,0.0753,0.0359,0.083
19:31:37:0190,-0.0038,0.0753,0.0359,0.083
19:31:37:0240,-0.0174,0.0754,0.0738,0.107
19:31:37:0290,-0.0174,0.0754,0.0738,0.107
19:31:37:0340,-0.0174,0.0754,0.0738,0.107
19:31:37:0390,-0.0174,0.0754,0.0738,0.107
19:31:37:0440,-0.0037,0.0482,0.0438,0.065
19:31:37:0490,-0.0037,0.0482,0.0438,0.065
19:31:37:0540,-0.0037,0.0482,0.0438,0.065
19:31:37:0730,-0.0037,0.0482,0.0438,0.065
19:31:37:0730,0.0100,0.0347,0.0684,0.077
19:31:37:0740,0.0100,0.0347,0.0684,0.077
19:31:37:0740,0.0100,0.0347,0.0684,0.077
19:31:37:0780,0.0100,0.0347,0.0684,0.077
19:31:37:0830,-0.0172,0.0484,0.0387,0.064
19:31:37:0880,-0.0172,0.0484,0.0387,0.064
19:31:37:0930,-0.0172,0.0484,0.0387,0.064
19:31:37:0980,-0.0172,0.0484,0.0387,0.064
19:31:37:1030,-0.0035,0.0348,0.0361,0.050
19:31:37:1090,-0.0035,0.0348,0.0361,0.050
19:31:37:1120,-0.0035,0.0348,0.0361,0.050
19:31:37:1170,-0.0035,0.0348,0.0361,0.050
19:31:37:1230,-0.0035,0.0758,0.0471,0.089
19:31:37:1280,-0.0035,0.0758,0.0471,0.089
19:31:37:1330,-0.0035,0.0758,0.0471,0.089
19:31:37:1380,-0.0035,0.0758,0.0471,0.089
19:31:37:1419,0.0101,0.0623,0.0309,0.070
19:31:37:1480,0.0101,0.0623,0.0309,0.070
19:31:37:1520,0.0101,0.0623,0.0309,0.070
19:31:37:1590,0.0101,0.0623,0.0309,0.070
19:31:37:1620,-0.0307,0.0623,0.0281,0.075
19:31:37:1670,-0.0307,0.0623,0.0281,0.075
19:31:37:1719,-0.0307,0.0623,0.0281,0.075
19:31:37:1890,-0.0307,0.0623,0.0281,0.075
19:31:37:1900,-0.0170,0.0624,0.0525,0.083
19:31:37:1900,-0.0170,0.0624,0.0525,0.083
19:31:37:1920,-0.0170,0.0624,0.0525,0.083
19:31:37:1970,-0.0170,0.0624,0.0525,0.083
19:31:37:2010,0.0103,0.0353,0.0498,0.062
19:31:37:2060,0.0103,0.0353,0.0498,0.062
19:31:37:2120,0.0103,0.0353,0.0498,0.062
19:31:37:2160,0.0103,0.0353,0.0498,0.062
19:31:37:2220,-0.0033,0.0626,0.0333,0.071
19:31:37:2270,-0.0033,0.0626,0.0333,0.071
19:31:37:2320,-0.0033,0.0626,0.0333,0.071
19:31:37:2370,-0.0033,0.0626,0.0333,0.071
19:31:37:2420,-0.0033,0.0626,0.0333,0.071
19:31:37:2460,-0.0031,0.0627,0.0439,0.077
19:31:37:2510,-0.0031,0.0627,0.0439,0.077
19:31:37:2560,-0.0031,0.0627,0.0439,0.077
19:31:37:2610,-0.0031,0.0627,0.0439,0.077
19:31:37:2660,-0.0028,0.0628,0.0141,0.064
19:31:37:2710,-0.0028,0.0628,0.0141,0.064
19:31:37:2900,-0.0028,0.0628,0.0141,0.064
19:31:37:2900,-0.0028,0.0628,0.0141,0.064
19:31:37:2910,-0.0160,0.0356,0.0388,0.055
19:31:37:2910,-0.0160,0.0356,0.0388,0.055
19:31:37:2950,-0.0160,0.0356,0.0388,0.055
19:31:37:3000,-0.0160,0.0356,0.0388,0.055
19:31:37:3050,-0.0155,0.0493,0.0094,0.052
19:31:37:3100,-0.0155,0.0493,0.0094,0.052
19:31:37:3150,-0.0155,0.0493,0.0094,0.052
19:31:37:3200,-0.0155,0.0493,0.0094,0.052
19:31:37:3250,-0.0013,0.0357,0.0482,0.060
19:31:37:3300,-0.0013,0.0357,0.0482,0.060
19:31:37:3350,-0.0013,0.0357,0.0482,0.060
19:31:37:3420,-0.0013,0.0357,0.0482,0.060
19:31:37:3449,0.0128,0.0630,0.0461,0.079
19:31:37:3500,0.0128,0.0630,0.0461,0.079
19:31:37:3540,0.0128,0.0630,0.0461,0.079
19:31:37:3600,0.0128,0.0630,0.0461,0.079
19:31:37:3650,0.0132,0.0631,0.0304,0.071
19:31:37:3700,0.0132,0.0631,0.0304,0.071
19:31:37:3890,0.0132,0.0631,0.0304,0.071
19:31:37:3890,0.0132,0.0631,0.0304,0.071
19:31:37:3900,-0.0001,0.0495,0.0013,0.050
19:31:37:3900,-0.0001,0.0495,0.0013,0.050
19:31:37:3950,-0.0001,0.0495,0.0013,0.050
19:31:37:3990,-0.0001,0.0495,0.0013,0.050
19:31:37:4040,0.0138,0.0632,0.0402,0.076
19:31:37:4089,0.0138,0.0632,0.0402,0.076
19:31:37:4140,0.0138,0.0632,0.0402,0.076
19:31:37:4190,0.0138,0.0632,0.0402,0.076
19:31:37:4240,0.0004,0.0632,-0.0025,0.063
19:31:37:4290,0.0004,0.0632,-0.0025,0.063
19:31:37:4340,0.0004,0.0632,-0.0025,0.063
19:31:37:4390,0.0004,0.0632,-0.0025,0.063
19:31:37:4440,-0.0130,0.0633,0.0367,0.074
19:31:37:4490,-0.0130,0.0633,0.0367,0.074
19:31:37:4530,-0.0130,0.0633,0.0367,0.074
19:31:37:4710,-0.0130,0.0633,0.0367,0.074
19:31:37:4720,0.0007,0.0497,0.0215,0.054
19:31:37:4720,0.0007,0.0497,0.0215,0.054
19:31:37:4800,0.0007,0.0497,0.0215,0.054
19:31:37:4810,0.0007,0.0497,0.0215,0.054
19:31:37:4830,0.0008,0.0361,0.0200,0.041
19:31:37:4890,0.0008,0.0361,0.0200,0.041
19:31:37:4930,0.0008,0.0361,0.0200,0.041
19:31:37:4980,0.0008,0.0361,0.0200,0.041
19:31:37:5030,0.0008,0.0498,0.0320,0.059
19:31:37:5080,0.0008,0.0498,0.0320,0.059
19:31:37:5130,0.0008,0.0498,0.0320,0.059
19:31:37:5180,0.0008,0.0498,0.0320,0.059
19:31:37:5220,0.0008,0.0498,0.0034,0.050
19:31:37:5280,0.0008,0.0498,0.0034,0.050
19:31:37:5330,0.0008,0.0498,0.0034,0.050
19:31:37:5380,0.0008,0.0498,0.0034,0.050
19:31:37:5420,0.0006,0.0499,0.0156,0.052
19:31:37:5470,0.0006,0.0499,0.0156,0.052
19:31:37:5520,0.0006,0.0499,0.0156,0.052
19:31:37:5719,0.0006,0.0499,0.0156,0.052
19:31:37:5729,0.0005,0.0227,0.0143,0.027
19:31:37:5729,0.0005,0.0227,0.0143,0.027
19:31:37:5740,0.0005,0.0227,0.0143,0.027
19:31:37:5770,0.0005,0.0227,0.0143,0.027
19:31:37:5820,0.0139,0.0499,0.0132,0.053
19:31:37:5870,0.0139,0.0499,0.0132,0.053
19:31:37:5910,0.0139,0.0499,0.0132,0.053
19:31:37:5960,0.0139,0.0499,0.0132,0.053
19:31:37:6020,0.0002,0.0363,-0.0014,0.036
19:31:37:6070,0.0002,0.0363,-0.0014,0.036
19:31:37:6110,0.0002,0.0363,-0.0014,0.036
19:31:37:6170,0.0002,0.0363,-0.0014,0.036
19:31:37:6220,0.0001,0.0636,-0.0159,0.066
19:31:37:6260,0.0001,0.0636,-0.0159,0.066
19:31:37:6310,0.0001,0.0636,-0.0159,0.066
19:31:37:6360,0.0001,0.0636,-0.0159,0.066
19:31:37:6410,0.0001,0.0636,-0.0159,0.066
19:31:37:6460,-0.0136,0.0636,0.0106,0.066
19:31:37:6510,-0.0136,0.0636,0.0106,0.066
19:31:37:6580,-0.0136,0.0636,0.0106,0.066
19:31:37:6610,-0.0136,0.0636,0.0106,0.066
19:31:37:6660,0.0136,0.0500,0.0234,0.057
19:31:37:6710,0.0136,0.0500,0.0234,0.057
19:31:37:6879,0.0136,0.0500,0.0234,0.057
19:31:37:6889,0.0136,0.0500,0.0234,0.057
19:31:37:6889,-0.0137,0.0501,0.0229,0.057
19:31:37:6899,-0.0137,0.0501,0.0229,0.057
19:31:37:6949,-0.0137,0.0501,0.0229,0.057
19:31:37:7020,-0.0137,0.0501,0.0229,0.057
19:31:37:7050,0.0135,0.0228,0.0093,0.028
19:31:37:7100,0.0135,0.0228,0.0093,0.028
19:31:37:7150,0.0135,0.0228,0.0093,0.028
19:31:37:7190,0.0135,0.0228,0.0093,0.028
19:31:37:7280,-0.0001,0.0637,0.0224,0.068
19:31:37:7300,-0.0001,0.0637,0.0224,0.068
19:31:37:7350,-0.0001,0.0637,0.0224,0.068
19:31:37:7410,-0.0001,0.0637,0.0224,0.068
19:31:37:7450,0.0134,0.0637,0.0082,0.066
19:31:37:7500,0.0134,0.0637,0.0082,0.066
19:31:37:7540,0.0134,0.0637,0.0082,0.066
19:31:37:7600,0.0134,0.0637,0.0082,0.066
19:31:37:7650,-0.0003,0.0637,0.0078,0.064
19:31:37:7690,-0.0003,0.0637,0.0078,0.064
19:31:37:7870,-0.0003,0.0637,0.0078,0.064
19:31:37:7880,-0.0003,0.0637,0.0078,0.064
19:31:37:7880,-0.0003,0.0365,0.0072,0.037
19:31:37:7890,-0.0003,0.0365,0.0072,0.037
19:31:37:7940,-0.0003,0.0365,0.0072,0.037
19:31:37:7990,-0.0003,0.0365,0.0072,0.037
19:31:37:8030,-0.0004,0.0637,0.0203,0.067
19:31:37:8090,-0.0004,0.0637,0.0203,0.067
19:31:37:8139,-0.0004,0.0637,0.0203,0.067
19:31:37:8189,-0.0004,0.0637,0.0203,0.067
19:31:37:8240,-0.0004,0.0638,0.0061,0.064
19:31:37:8290,-0.0004,0.0638,0.0061,0.064
19:31:37:8340,-0.0004,0.0638,0.0061,0.064
19:31:37:8400,-0.0004,0.0638,0.0061,0.064
19:31:37:8430,0.0131,0.0502,0.0055,0.052
19:31:37:8490,0.0131,0.0502,0.0055,0.052
19:31:37:8530,0.0131,0.0502,0.0055,0.052
19:31:37:8580,0.0131,0.0502,0.0055,0.052
19:31:37:8650,-0.0005,0.0502,0.0048,0.050
19:31:37:8680,-0.0005,0.0502,0.0048,0.050
19:31:37:8880,-0.0005,0.0502,0.0048,0.050
19:31:37:8890,-0.0005,0.0502,0.0048,0.050
19:31:37:8890,-0.0006,0.0502,0.0177,0.053
19:31:37:8890,-0.0006,0.0502,0.0177,0.053
19:31:37:8930,-0.0006,0.0502,0.0177,0.053
19:31:37:8980,-0.0006,0.0502,0.0177,0.053
19:31:37:9030,-0.0007,0.0775,0.0305,0.083
19:31:37:9070,-0.0007,0.0775,0.0305,0.083
19:31:37:9120,-0.0007,0.0775,0.0305,0.083
19:31:37:9180,-0.0007,0.0775,0.0305,0.083
19:31:37:9230,-0.0008,0.0639,0.0025,0.064
19:31:37:9270,-0.0008,0.0639,0.0025,0.064
19:31:37:9320,-0.0008,0.0639,0.0025,0.064
19:31:37:9380,-0.0008,0.0639,0.0025,0.064
19:31:37:9420,-0.0009,0.0366,0.0290,0.047
19:31:37:9470,-0.0009,0.0366,0.0290,0.047
19:31:37:9520,-0.0009,0.0366,0.0290,0.047
19:31:37:9720,-0.0009,0.0366,0.0290,0.047
19:31:37:9730,-0.0009,0.0503,0.0282,0.058
19:31:37:9730,-0.0009,0.0503,0.0282,0.058
19:31:37:9740,-0.0009,0.0503,0.0282,0.058
19:31:37:9770,-0.0009,0.0503,0.0282,0.058
19:31:37:9820,-0.0010,0.0639,0.0137,0.065
19:31:37:9860,-0.0010,0.0639,0.0137,0.065
19:31:37:9930,-0.0010,0.0639,0.0137,0.065
19:31:37:9970,-0.0010,0.0639,0.0137,0.065
19:31:38:0010,-0.0010,0.0640,0.0128,0.065
19:31:38:0060,-0.0010,0.0640,0.0128,0.065
19:31:38:0120,-0.0010,0.0640,0.0128,0.065
19:31:38:0160,-0.0010,0.0640,0.0128,0.065
19:31:38:0230,-0.0011,0.0367,0.0254,0.045
19:31:38:0260,-0.0011,0.0367,0.0254,0.045
19:31:38:0310,-0.0011,0.0367,0.0254,0.045
19:31:38:0360,-0.0011,0.0367,0.0254,0.045
19:31:38:0410,-0.0011,0.0367,0.0254,0.045
19:31:38:0490,-0.0011,0.0640,0.0108,0.065
19:31:38:0509,-0.0011,0.0640,0.0108,0.065
19:31:38:0650,-0.0011,0.0640,0.0108,0.065
19:31:38:0660,-0.0011,0.0640,0.0108,0.065
19:31:38:0670,-0.0011,0.0504,0.0098,0.051
19:31:38:0709,-0.0011,0.0504,0.0098,0.051
19:31:38:0750,-0.0011,0.0504,0.0098,0.051
19:31:38:0810,-0.0011,0.0504,0.0098,0.051
19:31:38:0850,0.0125,0.0777,0.0088,0.079
19:31:38:0900,0.0125,0.0777,0.0088,0.079
19:31:38:0950,0.0125,0.0777,0.0088,0.079
19:31:38:1000,0.0125,0.0777,0.0088,0.079
19:31:38:1060,0.0125,0.0505,0.0213,0.056
19:31:38:1100,0.0125,0.0505,0.0213,0.056
19:31:38:1150,0.0125,0.0505,0.0213,0.056
19:31:38:1200,0.0125,0.0505,0.0213,0.056
19:31:38:1250,-0.0147,0.0641,0.0066,0.066
19:31:38:1300,-0.0147,0.0641,0.0066,0.066
19:31:38:1350,-0.0147,0.0641,0.0066,0.066
19:31:38:1400,-0.0147,0.0641,0.0066,0.066
19:31:38:1450,-0.0010,0.0641,0.0193,0.067
19:31:38:1500,-0.0010,0.0641,0.0193,0.067
19:31:38:1719,-0.0010,0.0641,0.0193,0.067
19:31:38:1719,-0.0010,0.0641,0.0193,0.067
19:31:38:1729,-0.0146,0.0505,0.0047,0.053
19:31:38:1729,-0.0146,0.0505,0.0047,0.053
19:31:38:1739,-0.0146,0.0505,0.0047,0.053
19:31:38:1790,-0.0146,0.0505,0.0047,0.053
19:31:38:1840,-0.0144,0.0506,0.0310,0.061
19:31:38:1890,-0.0144,0.0506,0.0310,0.061
19:31:38:1940,-0.0144,0.0506,0.0310,0.061
19:31:38:1990,-0.0144,0.0506,0.0310,0.061
19:31:38:2050,-0.0006,0.0642,0.0437,0.078
19:31:38:2090,-0.0006,0.0642,0.0437,0.078
19:31:38:2130,-0.0006,0.0642,0.0437,0.078
19:31:38:2190,-0.0006,0.0642,0.0437,0.078
19:31:38:2240,-0.0005,0.0506,0.0154,0.053
19:31:38:2290,-0.0005,0.0506,0.0154,0.053
19:31:38:2330,-0.0005,0.0506,0.0154,0.053
19:31:38:2400,-0.0005,0.0506,0.0154,0.053
19:31:38:2430,-0.0003,0.0370,0.0142,0.040
19:31:38:2480,-0.0003,0.0370,0.0142,0.040
19:31:38:2530,-0.0003,0.0370,0.0142,0.040
19:31:38:2580,-0.0003,0.0370,0.0142,0.040
19:31:38:2630,-0.0001,0.0643,0.0403,0.076
19:31:38:2680,-0.0001,0.0643,0.0403,0.076
19:31:38:2849,-0.0001,0.0643,0.0403,0.076
19:31:38:2859,-0.0001,0.0643,0.0403,0.076
19:31:38:2859,0.0001,0.0643,0.0390,0.075
19:31:38:2930,0.0001,0.0643,0.0390,0.075
19:31:38:2940,0.0001,0.0643,0.0390,0.075
19:31:38:2980,0.0001,0.0643,0.0390,0.075
19:31:38:3030,0.0002,0.0507,0.0239,0.056
19:31:38:3080,0.0002,0.0507,0.0239,0.056
19:31:38:3120,0.0002,0.0507,0.0239,0.056
19:31:38:3170,0.0002,0.0507,0.0239,0.056
19:31:38:3220,0.0004,0.0371,0.0088,0.038
19:31:38:3270,0.0004,0.0371,0.0088,0.038
19:31:38:3320,0.0004,0.0371,0.0088,0.038
19:31:38:3390,0.0004,0.0371,0.0088,0.038
19:31:38:3420,0.0006,0.0508,0.0345,0.061
19:31:38:3469,0.0006,0.0508,0.0345,0.061
19:31:38:3520,0.0006,0.0508,0.0345,0.061
19:31:38:3570,0.0006,0.0508,0.0345,0.061
19:31:38:3620,-0.0128,0.0508,0.0193,0.056
19:31:38:3670,-0.0128,0.0508,0.0193,0.056
19:31:38:3880,-0.0128,0.0508,0.0193,0.056
19:31:38:3880,-0.0128,0.0508,0.0193,0.056
19:31:38:3890,0.0010,0.0917,0.0041,0.092
19:31:38:3890,0.0010,0.0917,0.0041,0.092
19:31:38:3920,0.0010,0.0917,0.0041,0.092
19:31:38:3960,0.0010,0.0917,0.0041,0.092
19:31:38:4010,0.0010,0.0917,0.0041,0.092
19:31:38:4060,0.0148,0.0373,0.0297,0.050
19:31:38:4110,0.0148,0.0373,0.0297,0.050
19:31:38:4160,0.0148,0.0373,0.0297,0.050
