time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
19:42:29:7480,0.0118,-0.0425,-0.1406,0.147
19:42:29:7530,-0.0014,-0.0823,-0.0460,0.094
19:42:29:7580,-0.0014,-0.0823,-0.0460,0.094
19:42:29:7630,-0.0014,-0.0823,-0.0460,0.094
19:42:29:7680,-0.0014,-0.0823,-0.0460,0.094
19:42:29:7720,0.0126,-0.0677,-0.0875,0.111
19:42:29:7770,0.0126,-0.0677,-0.0875,0.111
19:42:29:7840,0.0126,-0.0677,-0.0875,0.111
19:42:29:7870,0.0126,-0.0677,-0.0875,0.111
19:42:29:7920,-0.0010,-0.0806,-0.0743,0.110
19:42:29:7970,-0.0010,-0.0806,-0.0743,0.110
19:42:29:8020,-0.0010,-0.0806,-0.0743,0.110
19:42:29:8070,-0.0010,-0.0806,-0.0743,0.110
19:42:29:8120,-0.0010,-0.0806,-0.0743,0.110
19:42:29:8260,-0.0013,-0.0390,-0.1293,0.135
19:42:29:8270,-0.0013,-0.0390,-0.1293,0.135
19:42:29:8280,-0.0013,-0.0390,-0.1293,0.135
19:42:29:8390,-0.0013,-0.0390,-0.1293,0.135
19:42:29:8400,0.0117,-0.0928,-0.0617,0.112
19:42:29:8410,0.0117,-0.0928,-0.0617,0.112
19:42:29:8470,0.0117,-0.0928,-0.0617,0.112
19:42:29:8510,0.0117,-0.0928,-0.0617,0.112
19:42:29:8560,-0.0161,-0.1057,-0.0485,0.117
19:42:29:8610,-0.0161,-0.1057,-0.0485,0.117
19:42:29:8670,-0.0161,-0.1057,-0.0485,0.117
19:42:29:8710,-0.0161,-0.1057,-0.0485,0.117
19:42:29:8760,-0.0030,-0.0505,-0.0762,0.091
19:42:29:8810,-0.0030,-0.0505,-0.0762,0.091
19:42:29:8860,-0.0030,-0.0505,-0.0762,0.091
19:42:29:8910,-0.0030,-0.0505,-0.0762,0.091
19:42:29:8960,-0.0170,-0.0499,-0.1447,0.154
19:42:29:9010,-0.0170,-0.0499,-0.1447,0.154
19:42:29:9060,-0.0170,-0.0499,-0.1447,0.154
19:42:29:9100,-0.0170,-0.0499,-0.1447,0.154
19:42:29:9240,0.0099,-0.0902,-0.1042,0.138
19:42:29:9250,0.0099,-0.0902,-0.1042,0.138
19:42:29:9260,0.0099,-0.0902,-0.1042,0.138
19:42:29:9300,0.0099,-0.0902,-0.1042,0.138
19:42:29:9380,0.0231,-0.0489,-0.1181,0.130
19:42:29:9400,0.0231,-0.0489,-0.1181,0.130
19:42:29:9450,0.0231,-0.0489,-0.1181,0.130
19:42:29:9500,0.0231,-0.0489,-0.1181,0.130
19:42:29:9550,-0.0044,-0.0622,-0.0910,0.110
19:42:29:9600,-0.0044,-0.0622,-0.0910,0.110
19:42:29:9670,-0.0044,-0.0622,-0.0910,0.110
19:42:29:9700,-0.0044,-0.0622,-0.0910,0.110
19:42:29:9750,0.0225,-0.0482,-0.1049,0.118
19:42:29:9800,0.0225,-0.0482,-0.1049,0.118
19:42:29:9850,0.0225,-0.0482,-0.1049,0.118
19:42:29:9920,0.0225,-0.0482,-0.1049,0.118
19:42:29:9940,-0.0051,-0.0752,-0.0914,0.118
19:42:29:9990,-0.0051,-0.0752,-0.0914,0.118
19:42:30:0040,-0.0051,-0.0752,-0.0914,0.118
19:42:30:0100,-0.0051,-0.0752,-0.0914,0.118
19:42:30:0170,-0.0053,-0.0613,-0.0779,0.099
19:42:30:0190,-0.0053,-0.0613,-0.0779,0.099
19:42:30:0250,-0.0053,-0.0613,-0.0779,0.099
19:42:30:0290,-0.0053,-0.0613,-0.0779,0.099
19:42:30:0480,0.0080,-0.0748,-0.1053,0.129
19:42:30:0490,0.0080,-0.0748,-0.1053,0.129
19:42:30:0490,0.0080,-0.0748,-0.1053,0.129
19:42:30:0500,0.0080,-0.0748,-0.1053,0.129
19:42:30:0540,-0.0059,-0.0882,-0.0646,0.109
19:42:30:0580,-0.0059,-0.0882,-0.0646,0.109
19:42:30:0630,-0.0059,-0.0882,-0.0646,0.109
19:42:30:0690,-0.0059,-0.0882,-0.0646,0.109
19:42:30:0730,-0.0197,-0.0880,-0.0919,0.129
19:42:30:0790,-0.0197,-0.0880,-0.0919,0.129
19:42:30:0840,-0.0197,-0.0880,-0.0919,0.129
19:42:30:0890,-0.0197,-0.0880,-0.0919,0.129
19:42:30:0930,0.0073,-0.0606,-0.0784,0.099
19:42:30:1000,0.0073,-0.0606,-0.0784,0.099
19:42:30:1030,0.0073,-0.0606,-0.0784,0.099
19:42:30:1090,0.0073,-0.0606,-0.0784,0.099
19:42:30:1130,-0.0065,-0.0604,-0.0785,0.099
19:42:30:1180,-0.0065,-0.0604,-0.0785,0.099
19:42:30:1230,-0.0065,-0.0604,-0.0785,0.099
19:42:30:1280,-0.0065,-0.0604,-0.0785,0.099
19:42:30:1460,-0.0067,-0.0602,-0.0922,0.110
19:42:30:1470,-0.0067,-0.0602,-0.0922,0.110
19:42:30:1470,-0.0067,-0.0602,-0.0922,0.110
19:42:30:1480,-0.0067,-0.0602,-0.0922,0.110
19:42:30:1530,-0.0069,-0.0873,-0.0651,0.109
19:42:30:1580,-0.0069,-0.0873,-0.0651,0.109
19:42:30:1620,-0.0069,-0.0873,-0.0651,0.109
19:42:30:1670,-0.0069,-0.0873,-0.0651,0.109
19:42:30:1719,0.0065,-0.0734,-0.1062,0.129
19:42:30:1780,0.0065,-0.0734,-0.1062,0.129
19:42:30:1820,0.0065,-0.0734,-0.1062,0.129
19:42:30:1870,0.0065,-0.0734,-0.1062,0.129
19:42:30:1930,0.0063,-0.0730,-0.0928,0.118
19:42:30:1970,0.0063,-0.0730,-0.0928,0.118
19:42:30:2020,0.0063,-0.0730,-0.0928,0.118
19:42:30:2070,0.0063,-0.0730,-0.0928,0.118
19:42:30:2120,0.0063,-0.0730,-0.0928,0.118
19:42:30:2290,0.0062,-0.0589,-0.1068,0.122
19:42:30:2290,0.0062,-0.0589,-0.1068,0.122
19:42:30:2300,0.0062,-0.0589,-0.1068,0.122
19:42:30:2380,0.0062,-0.0589,-0.1068,0.122
19:42:30:2390,-0.0075,-0.0719,-0.1071,0.129
19:42:30:2420,-0.0075,-0.0719,-0.1071,0.129
19:42:30:2470,-0.0075,-0.0719,-0.1071,0.129
19:42:30:2520,-0.0075,-0.0719,-0.1071,0.129
19:42:30:2560,0.0060,-0.0714,-0.1211,0.141
19:42:30:2610,0.0060,-0.0714,-0.1211,0.141
19:42:30:2660,0.0060,-0.0714,-0.1211,0.141
19:42:30:2710,0.0060,-0.0714,-0.1211,0.141
19:42:30:2760,-0.0214,-0.0708,-0.0806,0.109
19:42:30:2829,-0.0214,-0.0708,-0.0806,0.109
19:42:30:2870,-0.0214,-0.0708,-0.0806,0.109
19:42:30:2910,-0.0214,-0.0708,-0.0806,0.109
19:42:30:2960,-0.0078,-0.0704,-0.1081,0.129
19:42:30:3010,-0.0078,-0.0704,-0.1081,0.129
19:42:30:3060,-0.0078,-0.0704,-0.1081,0.129
19:42:30:3110,-0.0078,-0.0704,-0.1081,0.129
19:42:30:3310,-0.0078,-0.0836,-0.0948,0.127
19:42:30:3320,-0.0078,-0.0836,-0.0948,0.127
19:42:30:3320,-0.0078,-0.0836,-0.0948,0.127
19:42:30:3330,-0.0078,-0.0836,-0.0948,0.127
19:42:30:3350,-0.0079,-0.0288,-0.1086,0.113
19:42:30:3400,-0.0079,-0.0288,-0.1086,0.113
19:42:30:3449,-0.0079,-0.0288,-0.1086,0.113
19:42:30:3500,-0.0079,-0.0288,-0.1086,0.113
19:42:30:3550,-0.0079,-0.0695,-0.1223,0.141
19:42:30:3600,-0.0079,-0.0695,-0.1223,0.141
19:42:30:3650,-0.0079,-0.0695,-0.1223,0.141
19:42:30:3700,-0.0079,-0.0695,-0.1223,0.141
19:42:30:3750,0.0058,-0.0695,-0.0951,0.118
19:42:30:3800,0.0058,-0.0695,-0.0951,0.118
19:42:30:3850,0.0058,-0.0695,-0.0951,0.118
19:42:30:3900,0.0058,-0.0695,-0.0951,0.118
19:42:30:3940,-0.0079,-0.0695,-0.0951,0.118
19:42:30:3990,-0.0079,-0.0695,-0.0951,0.118
19:42:30:4050,-0.0079,-0.0695,-0.0951,0.118
19:42:30:4089,-0.0079,-0.0695,-0.0951,0.118
19:42:30:4290,-0.0079,-0.0560,-0.1086,0.122
19:42:30:4300,-0.0079,-0.0560,-0.1086,0.122
19:42:30:4300,-0.0079,-0.0560,-0.1086,0.122
19:42:30:4300,-0.0079,-0.0560,-0.1086,0.122
19:42:30:4340,0.0058,-0.0563,-0.1221,0.135
19:42:30:4390,0.0058,-0.0563,-0.1221,0.135
19:42:30:4440,0.0058,-0.0563,-0.1221,0.135
19:42:30:4490,0.0058,-0.0563,-0.1221,0.135
19:42:30:4540,0.0058,-0.0566,-0.0946,0.110
19:42:30:4590,0.0058,-0.0566,-0.0946,0.110
19:42:30:4640,0.0058,-0.0566,-0.0946,0.110
19:42:30:4680,0.0058,-0.0566,-0.0946,0.110
19:42:30:4730,-0.0078,-0.0569,-0.1080,0.122
19:42:30:4780,-0.0078,-0.0569,-0.1080,0.122
19:42:30:4830,-0.0078,-0.0569,-0.1080,0.122
19:42:30:4890,-0.0078,-0.0569,-0.1080,0.122
19:42:30:4930,-0.0078,-0.0708,-0.0942,0.118
19:42:30:4990,-0.0078,-0.0708,-0.0942,0.118
19:42:30:5030,-0.0078,-0.0708,-0.0942,0.118
19:42:30:5080,-0.0078,-0.0708,-0.0942,0.118
19:42:30:5150,0.0059,-0.0711,-0.0940,0.118
19:42:30:5180,0.0059,-0.0711,-0.0940,0.118
19:42:30:5230,0.0059,-0.0711,-0.0940,0.118
19:42:30:5280,0.0059,-0.0711,-0.0940,0.118
19:42:30:5450,-0.0077,-0.0850,-0.1075,0.137
19:42:30:5460,-0.0077,-0.0850,-0.1075,0.137
19:42:30:5460,-0.0077,-0.0850,-0.1075,0.137
19:42:30:5500,-0.0077,-0.0850,-0.1075,0.137
19:42:30:5530,-0.0076,-0.0716,-0.1073,0.129
19:42:30:5570,-0.0076,-0.0716,-0.1073,0.129
19:42:30:5620,-0.0076,-0.0716,-0.1073,0.129
19:42:30:5669,-0.0076,-0.0716,-0.1073,0.129
19:42:30:5719,-0.0076,-0.0990,-0.0800,0.128
19:42:30:5770,-0.0076,-0.0990,-0.0800,0.128
19:42:30:5820,-0.0076,-0.0990,-0.0800,0.128
19:42:30:5880,-0.0076,-0.0990,-0.0800,0.128
19:42:30:5920,-0.0076,-0.0990,-0.0800,0.128
19:42:30:5980,-0.0212,-0.0854,-0.0528,0.103
19:42:30:6020,-0.0212,-0.0854,-0.0528,0.103
19:42:30:6070,-0.0212,-0.0854,-0.0528,0.103
19:42:30:6110,-0.0212,-0.0854,-0.0528,0.103
19:42:30:6170,-0.0076,-0.0853,-0.0937,0.127
19:42:30:6220,-0.0076,-0.0853,-0.0937,0.127
19:42:30:6270,-0.0076,-0.0853,-0.0937,0.127
19:42:30:6440,-0.0076,-0.0853,-0.0937,0.127
19:42:30:6450,0.0061,-0.0851,-0.0666,0.108
19:42:30:6450,0.0061,-0.0851,-0.0666,0.108
19:42:30:6460,0.0061,-0.0851,-0.0666,0.108
19:42:30:6510,0.0061,-0.0851,-0.0666,0.108
19:42:30:6580,0.0061,-0.1118,-0.0669,0.130
19:42:30:6610,0.0061,-0.1118,-0.0669,0.130
19:42:30:6660,0.0061,-0.1118,-0.0669,0.130
19:42:30:6710,0.0061,-0.1118,-0.0669,0.130
19:42:30:6760,0.0061,-0.1380,-0.0268,0.141
19:42:30:6810,0.0061,-0.1380,-0.0268,0.141
19:42:30:6860,0.0061,-0.1380,-0.0268,0.141
19:42:30:6909,0.0061,-0.1380,-0.0268,0.141
19:42:30:6959,0.0061,-0.1499,-0.0415,0.156
19:42:30:7010,0.0061,-0.1499,-0.0415,0.156
19:42:30:7060,0.0061,-0.1499,-0.0415,0.156
19:42:30:7100,0.0061,-0.1499,-0.0415,0.156
19:42:30:7280,-0.0075,-0.0931,-0.0703,0.117
19:42:30:7280,-0.0075,-0.0931,-0.0703,0.117
19:42:30:7290,-0.0075,-0.0931,-0.0703,0.117
19:42:30:7300,-0.0075,-0.0931,-0.0703,0.117
19:42:30:7350,-0.0075,-0.1313,-0.0584,0.144
19:42:30:7400,-0.0075,-0.1313,-0.0584,0.144
19:42:30:7450,-0.0075,-0.1313,-0.0584,0.144
19:42:30:7500,-0.0075,-0.1313,-0.0584,0.144
19:42:30:7550,0.0061,-0.1553,-0.0061,0.156
19:42:30:7600,0.0061,-0.1553,-0.0061,0.156
19:42:30:7650,0.0061,-0.1553,-0.0061,0.156
19:42:30:7710,0.0061,-0.1553,-0.0061,0.156
19:42:30:7750,-0.0075,-0.1246,-0.0630,0.140
19:42:30:7810,-0.0075,-0.1246,-0.0630,0.140
19:42:30:7840,-0.0075,-0.1246,-0.0630,0.140
19:42:30:7900,-0.0075,-0.1246,-0.0630,0.140
19:42:30:7940,0.0061,-0.1072,-0.0655,0.126
19:42:30:8000,0.0061,-0.1072,-0.0655,0.126
19:42:30:8040,0.0061,-0.1072,-0.0655,0.126
19:42:30:8090,0.0061,-0.1072,-0.0655,0.126
19:42:30:8270,0.0061,-0.1306,-0.0680,0.147
19:42:30:8280,0.0061,-0.1306,-0.0680,0.147
19:42:30:8280,0.0061,-0.1306,-0.0680,0.147
19:42:30:8290,0.0061,-0.1306,-0.0680,0.147
19:42:30:8340,-0.0076,-0.1401,-0.0299,0.144
19:42:30:8390,-0.0076,-0.1401,-0.0299,0.144
19:42:30:8440,-0.0076,-0.1401,-0.0299,0.144
19:42:30:8490,-0.0076,-0.1401,-0.0299,0.144
19:42:30:8540,-0.0077,-0.0952,-0.0599,0.113
19:42:30:8590,-0.0077,-0.0952,-0.0599,0.113
19:42:30:8630,-0.0077,-0.0952,-0.0599,0.113
19:42:30:8680,-0.0077,-0.0952,-0.0599,0.113
19:42:30:8730,-0.0078,-0.1047,-0.1035,0.147
19:42:30:8780,-0.0078,-0.1047,-0.1035,0.147
19:42:30:8830,-0.0078,-0.1047,-0.1035,0.147
19:42:30:8880,-0.0078,-0.1047,-0.1035,0.147
19:42:30:8930,0.0057,-0.0872,-0.0516,0.101
19:42:30:8980,0.0057,-0.0872,-0.0516,0.101
19:42:30:9030,0.0057,-0.0872,-0.0516,0.101
19:42:30:9080,0.0057,-0.0872,-0.0516,0.101
19:42:30:9290,0.0056,-0.0972,-0.0677,0.119
19:42:30:9300,0.0056,-0.0972,-0.0677,0.119
19:42:30:9310,0.0056,-0.0972,-0.0677,0.119
19:42:30:9310,0.0056,-0.0972,-0.0677,0.119
19:42:30:9330,0.0055,-0.0668,-0.1243,0.141
19:42:30:9370,0.0055,-0.0668,-0.1243,0.141
19:42:30:9430,0.0055,-0.0668,-0.1243,0.141
19:42:30:9480,0.0055,-0.0668,-0.1243,0.141
19:42:30:9540,0.0189,-0.0369,-0.1261,0.133
19:42:30:9580,0.0189,-0.0369,-0.1261,0.133
19:42:30:9630,0.0189,-0.0369,-0.1261,0.133
19:42:30:9670,0.0189,-0.0369,-0.1261,0.133
19:42:30:9720,-0.0222,-0.0481,-0.1004,0.114
19:42:30:9770,-0.0222,-0.0481,-0.1004,0.114
19:42:30:9820,-0.0222,-0.0481,-0.1004,0.114
19:42:30:9870,-0.0222,-0.0481,-0.1004,0.114
19:42:30:9920,-0.0222,-0.0481,-0.1004,0.114
19:42:30:9970,0.0049,-0.0189,-0.1290,0.130
19:42:31:0020,0.0049,-0.0189,-0.1290,0.130
19:42:31:0070,0.0049,-0.0189,-0.1290,0.130
19:42:31:0130,0.0049,-0.0189,-0.1290,0.130
19:42:31:0170,-0.0089,0.0099,-0.1573,0.158
19:42:31:0220,-0.0089,0.0099,-0.1573,0.158
19:42:31:0270,-0.0089,0.0099,-0.1573,0.158
19:42:31:0450,-0.0089,0.0099,-0.1573,0.158
19:42:31:0460,-0.0091,-0.0029,-0.1442,0.144
19:42:31:0460,-0.0091,-0.0029,-0.1442,0.144
19:42:31:0470,-0.0091,-0.0029,-0.1442,0.144
19:42:31:0520,-0.0091,-0.0029,-0.1442,0.144
19:42:31:0560,-0.0093,0.0103,-0.1575,0.158
19:42:31:0610,-0.0093,0.0103,-0.1575,0.158
19:42:31:0660,-0.0093,0.0103,-0.1575,0.158
19:42:31:0709,-0.0093,0.0103,-0.1575,0.158
19:42:31:0760,0.0042,-0.0052,-0.1699,0.170
19:42:31:0800,0.0042,-0.0052,-0.1699,0.170
19:42:31:0850,0.0042,-0.0052,-0.1699,0.170
19:42:31:0910,0.0042,-0.0052,-0.1699,0.170
19:42:31:0970,0.0177,-0.0079,-0.1681,0.169
19:42:31:1010,0.0177,-0.0079,-0.1681,0.169
19:42:31:1050,0.0177,-0.0079,-0.1681,0.169
19:42:31:1100,0.0177,-0.0079,-0.1681,0.169
19:42:31:1160,-0.0233,0.0159,-0.1658,0.168
19:42:31:1200,-0.0233,0.0159,-0.1658,0.168
19:42:31:1250,-0.0233,0.0159,-0.1658,0.168
19:42:31:1429,-0.0233,0.0159,-0.1658,0.168
19:42:31:1440,0.0038,-0.0152,-0.1359,0.137
19:42:31:1440,0.0038,-0.0152,-0.1359,0.137
19:42:31:1440,0.0038,-0.0152,-0.1359,0.137
19:42:31:1500,0.0038,-0.0152,-0.1359,0.137
19:42:31:1540,-0.0100,-0.0194,-0.1467,0.148
19:42:31:1600,-0.0100,-0.0194,-0.1467,0.148
19:42:31:1650,-0.0100,-0.0194,-0.1467,0.148
19:42:31:1690,-0.0100,-0.0194,-0.1467,0.148
19:42:31:1750,-0.0101,0.0032,-0.1572,0.158
19:42:31:1790,-0.0101,0.0032,-0.1572,0.158
19:42:31:1850,-0.0101,0.0032,-0.1572,0.158
19:42:31:1900,-0.0101,0.0032,-0.1572,0.158
19:42:31:1960,0.0035,-0.0150,-0.1677,0.168
19:42:31:1990,0.0035,-0.0150,-0.1677,0.168
19:42:31:2039,0.0035,-0.0150,-0.1677,0.168
19:42:31:2090,0.0035,-0.0150,-0.1677,0.168
19:42:31:2140,0.0034,-0.0197,-0.1373,0.139
19:42:31:2190,0.0034,-0.0197,-0.1373,0.139
19:42:31:2240,0.0034,-0.0197,-0.1373,0.139
19:42:31:2430,0.0034,-0.0197,-0.1373,0.139
19:42:31:2440,-0.0239,-0.0379,-0.1207,0.129
19:42:31:2440,-0.0239,-0.0379,-0.1207,0.129
19:42:31:2440,-0.0239,-0.0379,-0.1207,0.129
19:42:31:2490,-0.0239,-0.0379,-0.1207,0.129
19:42:31:2530,-0.0240,-0.0285,-0.1587,0.163
19:42:31:2590,-0.0240,-0.0285,-0.1587,0.163
19:42:31:2630,-0.0240,-0.0285,-0.1587,0.163
19:42:31:2690,-0.0240,-0.0285,-0.1587,0.163
19:42:31:2730,0.0033,-0.0461,-0.1288,0.137
19:42:31:2790,0.0033,-0.0461,-0.1288,0.137
19:42:31:2829,0.0033,-0.0461,-0.1288,0.137
19:42:31:2880,0.0033,-0.0461,-0.1288,0.137
19:42:31:2930,-0.0103,-0.0496,-0.1128,0.124
19:42:31:2980,-0.0103,-0.0496,-0.1128,0.124
19:42:31:3030,-0.0103,-0.0496,-0.1128,0.124
19:42:31:3080,-0.0103,-0.0496,-0.1128,0.124
19:42:31:3200,-0.0101,-0.0527,-0.0971,0.111
19:42:31:3220,-0.0101,-0.0527,-0.0971,0.111
19:42:31:3250,-0.0101,-0.0527,-0.0971,0.111
19:42:31:3300,-0.0101,-0.0527,-0.0971,0.111
19:42:31:3330,0.0173,-0.0419,-0.1361,0.143
19:42:31:3380,0.0173,-0.0419,-0.1361,0.143
19:42:31:3430,0.0173,-0.0419,-0.1361,0.143
19:42:31:3469,0.0173,-0.0419,-0.1361,0.143
19:42:31:3530,0.0038,-0.0852,-0.1072,0.137
19:42:31:3570,0.0038,-0.0852,-0.1072,0.137
19:42:31:3620,0.0038,-0.0852,-0.1072,0.137
19:42:31:3670,0.0038,-0.0852,-0.1072,0.137
19:42:31:3730,-0.0097,-0.0875,-0.0785,0.118
19:42:31:3790,-0.0097,-0.0875,-0.0785,0.118
19:42:31:3820,-0.0097,-0.0875,-0.0785,0.118
19:42:31:3870,-0.0097,-0.0875,-0.0785,0.118
19:42:31:3920,-0.0097,-0.0875,-0.0785,0.118
19:42:31:3970,-0.0096,-0.0893,-0.0773,0.119
19:42:31:4020,-0.0096,-0.0893,-0.0773,0.119
19:42:31:4069,-0.0096,-0.0893,-0.0773,0.119
19:42:31:4280,-0.0096,-0.0893,-0.0773,0.119
19:42:31:4290,0.0041,-0.0769,-0.0765,0.109
19:42:31:4290,0.0041,-0.0769,-0.0765,0.109
19:42:31:4290,0.0041,-0.0769,-0.0765,0.109
19:42:31:4310,0.0041,-0.0769,-0.0765,0.109
19:42:31:4360,0.0042,-0.0912,-0.0897,0.128
19:42:31:4410,0.0042,-0.0912,-0.0897,0.128
19:42:31:4460,0.0042,-0.0912,-0.0897,0.128
19:42:31:4510,0.0042,-0.0912,-0.0897,0.128
19:42:31:4560,0.0043,-0.1048,-0.0761,0.130
19:42:31:4620,0.0043,-0.1048,-0.0761,0.130
19:42:31:4660,0.0043,-0.1048,-0.0761,0.130
19:42:31:4710,0.0043,-0.1048,-0.0761,0.130
19:42:31:4760,-0.0093,-0.0771,-0.0764,0.109
19:42:31:4810,-0.0093,-0.0771,-0.0764,0.109
19:42:31:4850,-0.0093,-0.0771,-0.0764,0.109
19:42:31:4910,-0.0093,-0.0771,-0.0764,0.109
19:42:31:4950,0.0044,-0.0763,-0.0769,0.108
19:42:31:5010,0.0044,-0.0763,-0.0769,0.108
19:42:31:5050,0.0044,-0.0763,-0.0769,0.108
19:42:31:5250,0.0044,-0.0763,-0.0769,0.108
19:42:31:5260,-0.0093,-0.0888,-0.0777,0.118
19:42:31:5260,-0.0093,-0.0888,-0.0777,0.118
19:42:31:5270,-0.0093,-0.0888,-0.0777,0.118
19:42:31:5300,-0.0093,-0.0888,-0.0777,0.118
19:42:31:5350,0.0043,-0.0738,-0.0513,0.090
19:42:31:5400,0.0043,-0.0738,-0.0513,0.090
19:42:31:5450,0.0043,-0.0738,-0.0513,0.090
19:42:31:5500,0.0043,-0.0738,-0.0513,0.090
19:42:31:5550,0.0042,-0.0724,-0.0931,0.118
19:42:31:5610,0.0042,-0.0724,-0.0931,0.118
19:42:31:5649,0.0042,-0.0724,-0.0931,0.118
19:42:31:5699,0.0042,-0.0724,-0.0931,0.118
19:42:31:5750,0.0041,-0.0574,-0.1077,0.122
19:42:31:5800,0.0041,-0.0574,-0.1077,0.122
19:42:31:5850,0.0041,-0.0574,-0.1077,0.122
19:42:31:5890,0.0041,-0.0574,-0.1077,0.122
19:42:31:5950,-0.0096,-0.0831,-0.0542,0.100
19:42:31:5990,-0.0096,-0.0831,-0.0542,0.100
19:42:31:6040,-0.0096,-0.0831,-0.0542,0.100
19:42:31:6090,-0.0096,-0.0831,-0.0542,0.100
19:42:31:6140,-0.0098,-0.0545,-0.1095,0.123
19:42:31:6200,-0.0098,-0.0545,-0.1095,0.123
19:42:31:6240,-0.0098,-0.0545,-0.1095,0.123
19:42:31:6410,-0.0098,-0.0545,-0.1095,0.123
19:42:31:6420,0.0037,-0.0942,-0.0831,0.126
19:42:31:6420,0.0037,-0.0942,-0.0831,0.126
19:42:31:6430,0.0037,-0.0942,-0.0831,0.126
19:42:31:6490,0.0037,-0.0942,-0.0831,0.126
19:42:31:6530,-0.0101,-0.0659,-0.0974,0.118
19:42:31:6580,-0.0101,-0.0659,-0.0974,0.118
19:42:31:6630,-0.0101,-0.0659,-0.0974,0.118
19:42:31:6680,-0.0101,-0.0659,-0.0974,0.118
19:42:31:6730,0.0034,-0.0650,-0.0980,0.118
19:42:31:6780,0.0034,-0.0650,-0.0980,0.118
19:42:31:6830,0.0034,-0.0650,-0.0980,0.118
19:42:31:6879,0.0034,-0.0650,-0.0980,0.118
19:42:31:6949,-0.0239,-0.0778,-0.0714,0.108
19:42:31:6979,-0.0239,-0.0778,-0.0714,0.108
19:42:31:7030,-0.0239,-0.0778,-0.0714,0.108
19:42:31:7080,-0.0239,-0.0778,-0.0714,0.108
19:42:31:7130,-0.0103,-0.0634,-0.0991,0.118
19:42:31:7180,-0.0103,-0.0634,-0.0991,0.118
19:42:31:7230,-0.0103,-0.0634,-0.0991,0.118
19:42:31:7420,-0.0103,-0.0634,-0.0991,0.118
19:42:31:7430,0.0032,-0.0492,-0.0995,0.111
19:42:31:7440,0.0032,-0.0492,-0.0995,0.111
19:42:31:7440,0.0032,-0.0492,-0.0995,0.111
19:42:31:7470,0.0032,-0.0492,-0.0995,0.111
19:42:31:7520,-0.0104,-0.0492,-0.0995,0.111
19:42:31:7570,-0.0104,-0.0492,-0.0995,0.111
19:42:31:7620,-0.0104,-0.0492,-0.0995,0.111
19:42:31:7670,-0.0104,-0.0492,-0.0995,0.111
19:42:31:7720,-0.0104,-0.0492,-0.0995,0.111
19:42:31:7770,0.0032,-0.0490,-0.0996,0.111
19:42:31:7810,0.0032,-0.0490,-0.0996,0.111
19:42:31:7860,0.0032,-0.0490,-0.0996,0.111
19:42:31:7920,0.0032,-0.0490,-0.0996,0.111
19:42:31:7970,-0.0103,-0.0491,-0.1268,0.136
19:42:31:8020,-0.0103,-0.0491,-0.1268,0.136
19:42:31:8070,-0.0103,-0.0491,-0.1268,0.136
19:42:31:8260,-0.0103,-0.0491,-0.1268,0.136
19:42:31:8270,0.0035,-0.0492,-0.1131,0.123
